#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 28 07 30  94  8.7 11.4 99.00 99.00 99.00 999 1021.7  15.5  22.3   8.9 99.0 99.00
2017 01 28 08 00  89  8.2 11.8 99.00 99.00 99.00 999 1021.7  15.4  22.3   6.9 99.0 99.00
2017 01 28 08 30  84  8.3 11.4 99.00 99.00 99.00 999 1021.9  15.5  22.3   8.9 99.0 99.00
2017 01 28 09 00  75  7.5 10.5 99.00 99.00 99.00 999 1022.3  15.1  22.3   8.1 99.0 99.00
2017 01 28 09 30  71  7.3 10.8 99.00 99.00 99.00 999 1022.3  14.7  22.3   8.0 99.0 99.00
2017 01 28 10 00  67  7.7 11.7 99.00 99.00 99.00 999 1022.4  14.4  22.3   8.5 99.0 99.00
2017 01 28 10 30  69  7.2 11.2 99.00 99.00 99.00 999 1022.7  14.3  22.3   8.0 99.0 99.00
2017 01 28 11 00  74  7.4 10.4 99.00 99.00 99.00 999 1023.0  14.7  22.3   8.6 99.0 99.00
2017 01 28 11 30  80  7.2 11.3 99.00 99.00 99.00 999 1023.1  13.9  22.3   9.4 99.0 99.00
2017 01 28 12 00  83  6.3 11.4 99.00 99.00 99.00 999 1023.6  13.0  22.2   9.1 99.0 99.00
2017 01 28 12 30  78  7.2 12.1 99.00 99.00 99.00 999 1024.4  12.6  22.2   9.0 99.0 99.00
2017 01 28 13 00  79  6.3 11.4 99.00 99.00 99.00 999 1024.6  12.6  22.2   9.1 99.0 99.00
2017 01 28 13 30  85  5.6 11.2 99.00 99.00 99.00 999 1025.2  12.2  22.2   9.2 99.0 99.00
2017 01 28 14 00  83  6.0 12.1 99.00 99.00 99.00 999 1025.7  11.7  22.2   8.7 99.0 99.00
2017 01 28 14 30  71  5.7 10.4 99.00 99.00 99.00 999 1026.5  11.6  22.2   8.1 99.0 99.00
2017 01 28 15 00  52  5.2  9.2 99.00 99.00 99.00 999 1027.1  11.9  22.2   6.6 99.0 99.00
2017 01 28 15 30  73  5.2  9.0 99.00 99.00 99.00 999 1027.7  12.1  22.2   7.8 99.0 99.00
2017 01 28 16 00  57  4.4  8.8 99.00 99.00 99.00 999 1028.1  12.0  22.2   7.5 99.0 99.00
2017 01 28 16 30  57  4.9  9.7 99.00 99.00 99.00 999 1028.3  11.6  22.2   7.5 99.0 99.00
2017 01 28 17 00  33  4.4  8.6 99.00 99.00 99.00 999 1028.2  11.6  22.1   6.8 99.0 99.00
2017 01 28 17 30  53  5.6 12.0 99.00 99.00 99.00 999 1028.0  11.8  22.1   7.3 99.0 99.00
2017 01 28 18 00  48  5.6  9.6 99.00 99.00 99.00 999 1027.7  12.0  22.1   7.1 99.0 99.00
2017 01 28 18 30  38  5.3  8.3 99.00 99.00 99.00 999 1027.5  11.9  22.1   7.7 99.0 99.00
2017 01 28 19 00  30  5.4  8.5 99.00 99.00 99.00 999 1026.8  11.9  22.1   7.9 99.0 99.00
2017 01 28 19 30  15  5.7 12.1 99.00 99.00 99.00 999 1026.6  11.7  22.1   7.2 99.0 99.00
2017 01 28 20 00 356  5.1  8.5 99.00 99.00 99.00 999 1026.0  11.7  22.1   8.7 99.0 99.00
2017 01 28 20 30 353  5.2  8.9 99.00 99.00 99.00 999 1025.8  11.3  22.1   7.4 99.0 99.00
2017 01 28 21 00 323  5.8  9.3 99.00 99.00 99.00 999 1025.7  11.4  22.1   7.0 99.0 99.00
2017 01 28 21 30 333  5.5  8.7 99.00 99.00 99.00 999 1025.6  11.4  22.1   7.0 99.0 99.00
2017 01 28 22 00 322  5.8  9.8 99.00 99.00 99.00 999 1025.7  11.4  22.1   7.0 99.0 99.00
2017 01 28 22 30 308  6.4  9.2 99.00 99.00 99.00 999 1025.7  11.1  22.1   6.8 99.0 99.00
2017 01 28 23 00 313  6.0  8.8 99.00 99.00 99.00 999 1025.9  11.2  22.1   6.0 99.0 99.00
2017 01 28 23 30 311  6.1  8.8 99.00 99.00 99.00 999 1026.3  11.4  22.1   7.7 99.0 99.00
2017 01 29 00 30 318  5.9  9.3 99.00 99.00 99.00 999 1026.2  11.2  22.1   6.9 99.0 99.00
2017 01 29 01 00 314  6.0  8.7 99.00 99.00 99.00 999 1026.5  11.2  22.1   5.4 99.0 99.00
2017 01 29 01 30 302  6.6  8.9 99.00 99.00 99.00 999 1026.7  11.6  22.1   7.0 99.0 99.00
2017 01 29 02 00 300  6.3  8.4 99.00 99.00 99.00 999 1027.0  11.5  22.1   6.1 99.0 99.00
2017 01 29 02 30 304  6.3  8.6 99.00 99.00 99.00 999 1027.5  11.5  22.1   5.7 99.0 99.00
2017 01 29 03 00 307  6.2  8.4 99.00 99.00 99.00 999 1027.5  11.8  22.1   5.8 99.0 99.00
2017 01 29 03 30 307  6.5  9.4 99.00 99.00 99.00 999 1027.8  11.9  22.1   5.7 99.0 99.00
2017 01 29 04 00 296  6.6  9.7 99.00 99.00 99.00 999 1027.9  12.1  22.0   5.1 99.0 99.00
2017 01 29 04 30 306  6.1  8.5 99.00 99.00 99.00 999 1027.8  11.8  22.0   4.5 99.0 99.00
2017 01 29 05 00 312  6.1  8.5 99.00 99.00 99.00 999 1028.3  12.1  22.0   4.2 99.0 99.00
2017 01 29 05 30 315  6.1  8.3 99.00 99.00 99.00 999 1028.1  12.4  22.0   4.3 99.0 99.00
2017 01 29 06 00 316  6.1  8.1 99.00 99.00 99.00 999 1027.8  12.9  22.0   3.1 99.0 99.00
2017 01 29 06 30 308  6.1  8.6 99.00 99.00 99.00 999 1027.6  13.0  22.0   5.2 99.0 99.00
2017 01 29 07 00 303  6.3  8.4 99.00 99.00 99.00 999 1027.5  12.9  22.0   2.6 99.0 99.00
2017 01 29 07 30 309  6.2  8.1 99.00 99.00 99.00 999 1027.4  12.9  22.0   4.1 99.0 99.00
2017 01 29 08 00 297  6.4  8.8 99.00 99.00 99.00 999 1027.4  13.1  22.0   4.3 99.0 99.00
2017 01 29 08 30 291  6.9  9.2 99.00 99.00 99.00 999 1027.4  13.0  22.0   4.7 99.0 99.00
2017 01 29 09 00 284  6.9  8.9 99.00 99.00 99.00 999 1027.1  13.1  22.0   2.9 99.0 99.00
2017 01 29 09 30 277  7.2  9.5 99.00 99.00 99.00 999 1027.1  12.9  22.0   6.9 99.0 99.00
2017 01 29 10 00 276  7.8  9.8 99.00 99.00 99.00 999 1027.2  12.9  22.0   4.9 99.0 99.00
2017 01 29 10 30 280  7.3  9.8 99.00 99.00 99.00 999 1027.1  12.9  22.0   5.2 99.0 99.00
2017 01 29 11 00 279  7.3  9.5 99.00 99.00 99.00 999 1027.3  13.0  22.0   5.6 99.0 99.00
2017 01 29 11 30 278  7.3  8.8 99.00 99.00 99.00 999 1027.5  13.1  21.9   5.1 99.0 99.00
2017 01 29 12 00 280  7.0  9.2 99.00 99.00 99.00 999 1027.8  13.0  21.9   4.5 99.0 99.00
2017 01 29 12 30 277  6.8  8.9 99.00 99.00 99.00 999 1027.9  12.7  21.9   5.0 99.0 99.00
2017 01 29 13 00 277  7.0  8.7 99.00 99.00 99.00 999 1028.2  12.9  21.9   5.9 99.0 99.00
2017 01 29 13 30 278  7.1  8.8 99.00 99.00 99.00 999 1028.5  12.8  21.9   6.6 99.0 99.00
2017 01 29 14 00 282  7.1  9.9 99.00 99.00 99.00 999 1028.9  13.9  21.9   5.1 99.0 99.00
2017 01 29 14 30 276  7.1  8.8 99.00 99.00 99.00 999 1029.3  14.4  21.9   5.9 99.0 99.00
2017 01 29 15 00 280  6.8  8.7 99.00 99.00 99.00 999 1029.9  14.0  21.9   6.3 99.0 99.00
2017 01 29 15 30 279  7.0  8.9 99.00 99.00 99.00 999 1029.9  14.0  21.9   6.3 99.0 99.00
2017 01 29 16 00 283  6.8  8.9 99.00 99.00 99.00 999 1030.1  14.3  21.9   5.6 99.0 99.00
2017 01 29 16 30 272  7.3  9.4 99.00 99.00 99.00 999 1030.1  13.4  21.9   4.5 99.0 99.00
2017 01 29 17 00 294  6.5  8.6 99.00 99.00 99.00 999 1030.0  13.8  21.9   4.1 99.0 99.00
2017 01 29 17 30 287  6.9  8.9 99.00 99.00 99.00 999 1029.8  14.0  21.9   1.3 99.0 99.00
2017 01 29 18 00 283  6.7  8.6 99.00 99.00 99.00 999 1029.1  13.8  21.9   4.5 99.0 99.00
2017 01 29 18 30 279  6.7  8.7 99.00 99.00 99.00 999 1028.4  14.0  21.9   3.7 99.0 99.00
2017 01 29 19 00 277  6.6  8.6 99.00 99.00 99.00 999 1027.9  14.4  21.9   4.1 99.0 99.00
2017 01 29 19 30 287  6.5  8.5 99.00 99.00 99.00 999 1027.2  14.4  21.9   2.6 99.0 99.00
2017 01 29 20 00 290  6.2  8.8 99.00 99.00 99.00 999 1027.0  14.8  21.9   1.8 99.0 99.00
2017 01 29 20 30 293  6.1  7.8 99.00 99.00 99.00 999 1026.7  15.0  21.9   2.6 99.0 99.00
2017 01 29 21 00 299  6.1  8.4 99.00 99.00 99.00 999 1026.7  15.7  21.9   1.7 99.0 99.00
2017 01 29 21 30 305  6.1  7.7 99.00 99.00 99.00 999 1026.5  16.0  21.9   1.8 99.0 99.00
2017 01 29 22 00 308  5.8  7.6 99.00 99.00 99.00 999 1026.5  16.0  21.9   2.2 99.0 99.00
2017 01 29 22 30 319  5.9  7.8 99.00 99.00 99.00 999 1026.2  16.2  21.9   0.4 99.0 99.00
2017 01 29 23 00 330  5.4  6.9 99.00 99.00 99.00 999 1026.3  16.6  21.9  -0.5 99.0 99.00
2017 01 29 23 30 329  5.0  6.7 99.00 99.00 99.00 999 1026.3  16.7  21.9   0.4 99.0 99.00
2017 01 30 00 30 331  4.3  5.8 99.00 99.00 99.00 999 1026.2  16.8  21.9   0.1 99.0 99.00
2017 01 30 01 00 338  3.5  4.9 99.00 99.00 99.00 999 1026.1  16.9  21.9  -1.6 99.0 99.00
2017 01 30 01 30 329  3.3  4.6 99.00 99.00 99.00 999 1026.5  16.9  21.9   2.3 99.0 99.00
2017 01 30 02 00 325  3.4  4.6 99.00 99.00 99.00 999 1026.8  17.2  21.9   2.4 99.0 99.00
2017 01 30 02 30 327  3.5  4.7 99.00 99.00 99.00 999 1026.9  17.3  21.9  -1.3 99.0 99.00
2017 01 30 03 00 322  3.0  3.9 99.00 99.00 99.00 999 1027.0  17.5  21.9   0.1 99.0 99.00
2017 01 30 03 30 302  2.9  4.0 99.00 99.00 99.00 999 1027.0  17.3  21.9   1.1 99.0 99.00
2017 01 30 04 00 284  3.0  3.8 99.00 99.00 99.00 999 1027.0  17.4  21.9   0.2 99.0 99.00
2017 01 30 04 30 276  3.1  4.0 99.00 99.00 99.00 999 1026.8  17.3  21.9   2.7 99.0 99.00
2017 01 30 05 00 278  3.3  4.2 99.00 99.00 99.00 999 1026.7  17.5  21.9   2.6 99.0 99.00
2017 01 30 05 30 266  3.5  4.7 99.00 99.00 99.00 999 1026.5  17.2  21.9   1.2 99.0 99.00
2017 01 30 06 00 266  3.6  4.7 99.00 99.00 99.00 999 1026.4  17.2  21.9   2.5 99.0 99.00
2017 01 30 06 30 267  4.0  5.1 99.00 99.00 99.00 999 1026.3  17.1  21.9   2.4 99.0 99.00
2017 01 30 07 00 268  4.4  5.8 99.00 99.00 99.00 999 1025.9  17.4  21.9   4.2 99.0 99.00
2017 01 30 07 30 270  4.2  5.3 99.00 99.00 99.00 999 1025.7  17.3  21.9   5.2 99.0 99.00
2017 01 30 08 00 273  4.4  5.6 99.00 99.00 99.00 999 1025.5  17.2  21.9   4.1 99.0 99.00
2017 01 30 08 30 273  4.2  5.5 99.00 99.00 99.00 999 1025.3  17.0  21.9   2.7 99.0 99.00
2017 01 30 09 00 279  4.0  5.3 99.00 99.00 99.00 999 1025.1  17.1  21.9   3.0 99.0 99.00
2017 01 30 09 30 273  3.8  5.0 99.00 99.00 99.00 999 1025.1  16.8  21.9   3.0 99.0 99.00
2017 01 30 10 00 281  3.0  3.9 99.00 99.00 99.00 999 1025.1  16.9  21.9   2.7 99.0 99.00
2017 01 30 10 30 267  2.9  3.7 99.00 99.00 99.00 999 1025.2  16.7  21.9   5.1 99.0 99.00
2017 01 30 11 00 270  3.1  4.1 99.00 99.00 99.00 999 1025.6  16.9  21.9   4.8 99.0 99.00
2017 01 30 11 30 280  2.7  3.7 99.00 99.00 99.00 999 1025.6  16.6  21.9   3.7 99.0 99.00
2017 01 30 12 00 302  2.2  3.0 99.00 99.00 99.00 999 1025.6  16.7  21.9   4.8 99.0 99.00
2017 01 30 12 30 281  2.0  3.0 99.00 99.00 99.00 999 1025.9  16.6  21.9   6.0 99.0 99.00
2017 01 30 13 00 276  2.0  2.9 99.00 99.00 99.00 999 1026.3  16.6  21.9   6.4 99.0 99.00
2017 01 30 13 30 271  2.2  3.2 99.00 99.00 99.00 999 1026.2  16.6  21.9   5.8 99.0 99.00
2017 01 30 14 00 269  2.9  3.9 99.00 99.00 99.00 999 1026.7  17.1  21.9   7.6 99.0 99.00
2017 01 30 14 30 283  1.8  2.5 99.00 99.00 99.00 999 1026.7  17.2  21.9   6.5 99.0 99.00
2017 01 30 15 00 253  2.0  2.8 99.00 99.00 99.00 999 1027.0  17.1  21.9   7.4 99.0 99.00
2017 01 30 15 30 261  1.7  2.6 99.00 99.00 99.00 999 1027.3  16.8  21.9   8.9 99.0 99.00
2017 01 30 16 00 264  2.1  2.9 99.00 99.00 99.00 999 1027.5  16.9  21.9   7.6 99.0 99.00
2017 01 30 16 30 243  2.0  2.8 99.00 99.00 99.00 999 1027.4  16.9  22.0   8.1 99.0 99.00
2017 01 30 17 00 253  2.6  3.6 99.00 99.00 99.00 999 1027.4  17.0  22.0   8.4 99.0 99.00
2017 01 30 17 30 248  2.6  3.1 99.00 99.00 99.00 999 1027.0  16.6  22.0   8.2 99.0 99.00
2017 01 30 18 00 240  2.8  3.5 99.00 99.00 99.00 999 1026.3  16.7  22.1   8.3 99.0 99.00
2017 01 30 18 30 242  2.6  3.7 99.00 99.00 99.00 999 1025.9  16.5  22.1   7.5 99.0 99.00
2017 01 30 19 00 240  2.5  3.2 99.00 99.00 99.00 999 1025.3  16.5  22.2   7.5 99.0 99.00
2017 01 30 19 30 229  2.5  3.3 99.00 99.00 99.00 999 1024.7  16.4  22.2   7.3 99.0 99.00
2017 01 30 20 00 225  2.0  2.8 99.00 99.00 99.00 999 1024.2  16.7  22.3   7.5 99.0 99.00
2017 01 30 20 30 212  2.3  3.1 99.00 99.00 99.00 999 1024.0  16.8  22.3   7.6 99.0 99.00
2017 01 30 21 00 215  2.0  2.8 99.00 99.00 99.00 999 1023.7  17.2  22.3   7.7 99.0 99.00
2017 01 30 21 30 192  2.1  2.8 99.00 99.00 99.00 999 1023.4  17.4  22.3   6.1 99.0 99.00
2017 01 30 22 00 189  2.8  3.9 99.00 99.00 99.00 999 1023.6  18.5  22.3   7.3 99.0 99.00
2017 01 30 22 30 175  3.1  4.0 99.00 99.00 99.00 999 1023.3  18.7  22.3   7.6 99.0 99.00
2017 01 30 23 00 171  3.5  4.4 99.00 99.00 99.00 999 1023.3  18.6  22.3   7.0 99.0 99.00
2017 01 30 23 30 164  3.8  4.6 99.00 99.00 99.00 999 1023.2  18.4  22.2   6.5 99.0 99.00
2017 01 31 00 00 162  4.2  5.4 99.00 99.00 99.00 999 1023.1  17.6  22.2   6.2 99.0 99.00
2017 01 31 00 30 167  4.3  5.3 99.00 99.00 99.00 999 1022.9  17.6  22.1   4.8 99.0 99.00
2017 01 31 01 00 171  4.6  5.9 99.00 99.00 99.00 999 1022.9  17.9  22.1   2.2 99.0 99.00
2017 01 31 01 30 162  5.0  6.1 99.00 99.00 99.00 999 1022.8  17.8  22.1   3.0 99.0 99.00
2017 01 31 02 00 171  5.5  6.6 99.00 99.00 99.00 999 1023.0  18.2  22.0   1.6 99.0 99.00
2017 01 31 02 30 174  6.3  7.5 99.00 99.00 99.00 999 1023.0  18.1  22.0   6.5 99.0 99.00
2017 01 31 03 00 171  6.1  8.0 99.00 99.00 99.00 999 1023.0  18.2  22.0   6.1 99.0 99.00
2017 01 31 03 30 175  6.3  7.9 99.00 99.00 99.00 999 1022.8  18.0  22.0   6.4 99.0 99.00
2017 01 31 04 00 180  6.4  7.5 99.00 99.00 99.00 999 1022.8  18.1  22.0   7.3 99.0 99.00
2017 01 31 04 30 182  6.1  7.8 99.00 99.00 99.00 999 1022.6  17.9  22.0   6.1 99.0 99.00
2017 01 31 05 00 176  6.0  7.7 99.00 99.00 99.00 999 1022.4  18.0  21.9   7.2 99.0 99.00
2017 01 31 05 30 178  5.5  7.1 99.00 99.00 99.00 999 1022.2  17.9  21.9   8.0 99.0 99.00
2017 01 31 06 00 174  6.0  7.0 99.00 99.00 99.00 999 1021.9  17.9  21.9   8.7 99.0 99.00
2017 01 31 06 30 176  6.0  7.2 99.00 99.00 99.00 999 1021.5  17.8  21.9   7.5 99.0 99.00
2017 01 31 07 00 177  6.2  7.7 99.00 99.00 99.00 999 1021.5  17.9  21.9   8.6 99.0 99.00
2017 01 31 07 30 177  6.0  7.5 99.00 99.00 99.00 999 1021.2  17.9  21.8   7.6 99.0 99.00
2017 01 31 08 00 177  6.2  7.6 99.00 99.00 99.00 999 1020.8  17.9  21.8   9.2 99.0 99.00
2017 01 31 08 30 178  6.3  7.9 99.00 99.00 99.00 999 1020.7  17.9  21.8   9.5 99.0 99.00
2017 01 31 09 00 182  5.8  7.3 99.00 99.00 99.00 999 1020.7  18.0  21.8   9.9 99.0 99.00
2017 01 31 09 30 180  6.1  7.5 99.00 99.00 99.00 999 1020.6  18.0  21.8   8.4 99.0 99.00
2017 01 31 10 00 181  5.5  6.9 99.00 99.00 99.00 999 1020.5  18.2  21.8  10.1 99.0 99.00
2017 01 31 10 30 184  5.3  6.3 99.00 99.00 99.00 999 1020.4  18.1  21.8   9.4 99.0 99.00
2017 01 31 11 00 188  5.2  6.8 99.00 99.00 99.00 999 1020.4  18.4  21.8  11.2 99.0 99.00
2017 01 31 11 30 185  5.0  6.7 99.00 99.00 99.00 999 1020.1  18.0  21.8   9.5 99.0 99.00
2017 01 31 12 00 179  5.4  6.9 99.00 99.00 99.00 999 1020.3  18.3  21.8  10.6 99.0 99.00
2017 01 31 12 30 188  5.3  7.0 99.00 99.00 99.00 999 1020.5  18.3  21.8   9.8 99.0 99.00
2017 01 31 13 00 183  5.9  7.4 99.00 99.00 99.00 999 1020.5  18.5  21.7  10.2 99.0 99.00
2017 01 31 13 30 184  5.9  7.1 99.00 99.00 99.00 999 1020.7  18.5  21.7  11.1 99.0 99.00
2017 01 31 14 00 180  6.3  7.3 99.00 99.00 99.00 999 1020.7  19.0  21.8  11.1 99.0 99.00
2017 01 31 14 30 177  5.9  7.3 99.00 99.00 99.00 999 1021.0  19.0  21.8  10.7 99.0 99.00
2017 01 31 15 00 179  6.1  7.3 99.00 99.00 99.00 999 1021.1  19.5  21.8  10.9 99.0 99.00
2017 01 31 15 30 178  5.7  7.4 99.00 99.00 99.00 999 1021.4  19.3  21.8  11.2 99.0 99.00
2017 01 31 16 00 179  6.1  7.8 99.00 99.00 99.00 999 1021.5  19.5  21.8  12.2 99.0 99.00
2017 01 31 16 30 183  6.2  7.4 99.00 99.00 99.00 999 1021.7  19.5  21.8  11.9 99.0 99.00
2017 01 31 17 00 188  6.0  7.1 99.00 99.00 99.00 999 1021.2  19.6  21.7  11.9 99.0 99.00
2017 01 31 17 30 185  5.9  7.2 99.00 99.00 99.00 999 1020.6  19.4  21.7  11.5 99.0 99.00
2017 01 31 18 00 179  6.6  7.9 99.00 99.00 99.00 999 1019.9  19.7  21.7  12.1 99.0 99.00
2017 01 31 18 30 186  6.1  7.4 99.00 99.00 99.00 999 1019.2  19.3  21.8  12.4 99.0 99.00
2017 01 31 19 00 188  6.2  7.5 99.00 99.00 99.00 999 1018.6  19.6  21.8  12.3 99.0 99.00
2017 01 31 19 30 181  6.6  7.9 99.00 99.00 99.00 999 1018.0  19.5  21.8  12.2 99.0 99.00
2017 01 31 20 00 177  6.8  8.1 99.00 99.00 99.00 999 1017.7  19.8  21.8  12.9 99.0 99.00
2017 01 31 20 30 174  6.9  8.0 99.00 99.00 99.00 999 1017.4  20.7  21.9  13.6 99.0 99.00
2017 01 31 21 00 170  6.4  7.9 99.00 99.00 99.00 999 1017.1  20.9  22.0  14.3 99.0 99.00
2017 01 31 21 30 169  6.5  7.7 99.00 99.00 99.00 999 1017.2  20.8  22.0  14.7 99.0 99.00
2017 01 31 22 00 170  6.9  8.2 99.00 99.00 99.00 999 1017.1  20.6  22.0  13.9 99.0 99.00
2017 01 31 22 30 163  6.9  7.7 99.00 99.00 99.00 999 1017.2  20.7  22.0  14.8 99.0 99.00
2017 01 31 23 00 168  6.2  7.4 99.00 99.00 99.00 999 1017.6  20.1  22.0  14.0 99.0 99.00
2017 01 31 23 30 162  6.9  8.1 99.00 99.00 99.00 999 1017.3  20.3  22.0  14.2 99.0 99.00
2017 02 01 00 30 162  6.6  7.7 99.00 99.00 99.00 999 1017.2  19.9  22.0  14.1 99.0 99.00
2017 02 01 01 00 166  6.5  7.5 99.00 99.00 99.00 999 1017.5  20.1  21.9  14.7 99.0 99.00
2017 02 01 01 30 166  6.2  7.6 99.00 99.00 99.00 999 1017.6  20.0  21.8  14.6 99.0 99.00
2017 02 01 02 00 170  6.4  7.4 99.00 99.00 99.00 999 1017.5  20.1  21.7  14.9 99.0 99.00
2017 02 01 02 30 167  6.6  7.6 99.00 99.00 99.00 999 1017.4  19.9  21.6  14.9 99.0 99.00
2017 02 01 03 00 165  6.5  8.0 99.00 99.00 99.00 999 1017.5  19.9  21.5  15.2 99.0 99.00
2017 02 01 03 30 167  6.3  7.3 99.00 99.00 99.00 999 1017.3  19.9  21.5  15.1 99.0 99.00
2017 02 01 04 00 170  6.1  7.2 99.00 99.00 99.00 999 1017.1  19.9  21.4  15.6 99.0 99.00
2017 02 01 04 30 173  6.0  7.1 99.00 99.00 99.00 999 1017.3  19.8  21.4  15.7 99.0 99.00
2017 02 01 05 00 174  6.4  7.8 99.00 99.00 99.00 999 1017.1  19.8  21.3  15.7 99.0 99.00
2017 02 01 05 30 171  6.2  8.0 99.00 99.00 99.00 999 1016.9  19.8  21.3  15.5 99.0 99.00
2017 02 01 06 00 174  5.9  7.0 99.00 99.00 99.00 999 1016.8  19.9  21.3  15.3 99.0 99.00
2017 02 01 06 30 174  6.2  7.7 99.00 99.00 99.00 999 1016.7  19.8  21.3  15.3 99.0 99.00
2017 02 01 07 00 178  5.7  6.8 99.00 99.00 99.00 999 1016.7  19.9  21.3  15.7 99.0 99.00
2017 02 01 07 30 177  5.8  7.1 99.00 99.00 99.00 999 1016.6  19.7  21.4  15.6 99.0 99.00
2017 02 01 08 00 179  6.1  7.2 99.00 99.00 99.00 999 1016.4  19.9  21.4  16.0 99.0 99.00
2017 02 01 08 30 177  6.0  7.2 99.00 99.00 99.00 999 1016.1  19.6  21.5  15.4 99.0 99.00
2017 02 01 09 00 179  6.0  7.6 99.00 99.00 99.00 999 1016.0  19.8  21.5  16.0 99.0 99.00
2017 02 01 09 30 179  6.3  7.8 99.00 99.00 99.00 999 1015.8  19.7  21.5  16.0 99.0 99.00
2017 02 01 10 00 179  6.6  7.8 99.00 99.00 99.00 999 1015.6  19.7  21.5  16.1 99.0 99.00
2017 02 01 10 30 180  6.1  7.1 99.00 99.00 99.00 999 1015.6  19.7  21.5  16.2 99.0 99.00
2017 02 01 11 00 182  6.8  7.9 99.00 99.00 99.00 999 1015.6  19.7  21.5  16.0 99.0 99.00
2017 02 01 11 30 181  6.6  7.9 99.00 99.00 99.00 999 1015.6  19.7  21.5  15.8 99.0 99.00
2017 02 01 12 00 179  6.6  8.3 99.00 99.00 99.00 999 1016.0  19.8  21.4  16.1 99.0 99.00
2017 02 01 12 30 178  6.3  7.2 99.00 99.00 99.00 999 1016.2  19.7  21.3  16.1 99.0 99.00
2017 02 01 13 00 176  5.9  7.1 99.00 99.00 99.00 999 1016.4  19.8  21.2  16.3 99.0 99.00
2017 02 01 13 30 171  6.0  7.2 99.00 99.00 99.00 999 1016.5  19.7  21.1  16.3 99.0 99.00
2017 02 01 14 00 167  6.0  7.4 99.00 99.00 99.00 999 1016.8  19.7  21.1  16.4 99.0 99.00
2017 02 01 14 30 166  6.5  7.4 99.00 99.00 99.00 999 1016.8  19.8  21.0  16.6 99.0 99.00
2017 02 01 15 00 166  6.4  7.8 99.00 99.00 99.00 999 1017.1  20.2  21.0  16.7 99.0 99.00
2017 02 01 15 30 164  5.9  6.9 99.00 99.00 99.00 999 1017.4  20.3  21.0  16.6 99.0 99.00
2017 02 01 16 00 163  5.8  7.3 99.00 99.00 99.00 999 1017.6  20.4  21.0  16.7 99.0 99.00
2017 02 01 16 30 163  5.9  6.8 99.00 99.00 99.00 999 1017.5  20.3  21.0  16.5 99.0 99.00
2017 02 01 17 00 165  5.7  6.5 99.00 99.00 99.00 999 1017.3  20.4  21.0  16.8 99.0 99.00
2017 02 01 18 30 160  5.6  6.9 99.00 99.00 99.00 999 1016.1  20.5  21.1  17.0 99.0 99.00
2017 02 01 19 00 163  5.3  6.5 99.00 99.00 99.00 999 1015.9  20.6  21.2  17.2 99.0 99.00
2017 02 01 19 30 154  4.5  5.1 99.00 99.00 99.00 999 1015.5  20.6  21.2  17.3 99.0 99.00
2017 02 01 20 00 164  4.4  5.1 99.00 99.00 99.00 999 1015.3  20.5  21.2  17.4 99.0 99.00
2017 02 01 20 30 159  4.7  5.3 99.00 99.00 99.00 999 1015.1  20.2  21.2  17.3 99.0 99.00
2017 02 01 21 00 155  4.5  5.2 99.00 99.00 99.00 999 1015.0  20.4  21.2  17.6 99.0 99.00
2017 02 01 21 30 154  4.3  5.0 99.00 99.00 99.00 999 1015.0  20.4  21.2  17.7 99.0 99.00
2017 02 01 22 00 156  4.2  4.8 99.00 99.00 99.00 999 1015.1  20.3  21.1  17.6 99.0 99.00
2017 02 01 22 30 154  4.5  5.1 99.00 99.00 99.00 999 1015.3  20.4  21.1  17.7 99.0 99.00
2017 02 01 23 00 157  5.2  6.0 99.00 99.00 99.00 999 1015.4  20.7  21.2  18.0 99.0 99.00
2017 02 01 23 30 160  5.5  6.4 99.00 99.00 99.00 999 1015.5  20.4  21.1  17.7 99.0 99.00
2017 02 02 00 00 160  5.3  6.3 99.00 99.00 99.00 999 1015.6  20.2  21.1  17.3 99.0 99.00
2017 02 02 02 00 156  3.7  4.2 99.00 99.00 99.00 999 1016.8  19.9  21.1  17.5 99.0 99.00
2017 02 02 02 30 157  3.7  4.1 99.00 99.00 99.00 999 1017.2  19.7  21.1  17.4 99.0 99.00
2017 02 02 03 00 154  3.8  4.4 99.00 99.00 99.00 999 1017.1  19.7  21.1  17.6 99.0 99.00
2017 02 02 03 30 153  4.0  4.6 99.00 99.00 99.00 999 1017.3  19.6  21.1  17.6 99.0 99.00
2017 02 02 04 00 159  3.7  4.2 99.00 99.00 99.00 999 1017.5  19.7  21.0  17.8 99.0 99.00
2017 02 02 04 30 163  3.8  4.2 99.00 99.00 99.00 999 1017.5  19.5  21.0  17.7 99.0 99.00
2017 02 02 05 00 156  4.0  4.6 99.00 99.00 99.00 999 1017.5  19.6  21.0  17.9 99.0 99.00
2017 02 02 05 30 154  3.0  3.4 99.00 99.00 99.00 999 1017.7  19.4  21.0  17.7 99.0 99.00
2017 02 02 06 00 146  2.3  2.7 99.00 99.00 99.00 999 1017.8  19.5  21.0  17.7 99.0 99.00
2017 02 02 06 30 159  3.1  3.8 99.00 99.00 99.00 999 1017.6  19.5  21.0  17.8 99.0 99.00
