#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 30 11 50 267  1.8  2.5  0.28  2.86  3.10 228 1024.6  19.2 999.0   8.9 99.0 99.00
2017 01 30 12 50 283  1.4  1.8  0.24 99.00  3.28 999 1025.0  19.2 999.0   8.8 99.0 99.00
2017 01 30 13 50 241  1.2  1.7  0.22 99.00  3.40 999 1025.4  19.5 999.0   8.9 99.0 99.00
2017 01 30 14 50 192  1.0  1.7  0.20 99.00  3.53 999 1025.7  19.8 999.0   9.0 99.0 99.00
2017 01 30 15 50 216  2.4  3.6  0.19 99.00  3.63 999 1026.3  19.5 999.0  10.5 99.0 99.00
2017 01 30 16 50 229  2.5  3.5  0.19 99.00  3.76 999 1026.4  19.2 999.0  10.4 99.0 99.00
2017 01 30 17 50 228  2.9  3.8  0.19 99.00  3.93 999 1025.7  18.7 999.0  11.7 99.0 99.00
2017 01 30 18 50 217  3.7  4.7  0.18 99.00  4.10 999 1024.5  19.1 999.0   8.9 99.0 99.00
2017 01 30 19 50 219  4.5  5.4  0.19 99.00  3.96 999 1023.7  19.4 999.0   7.8 99.0 99.00
2017 01 30 20 50 210  4.0  4.8  0.19 99.00  3.82 999 1022.9  19.5 999.0   7.8 99.0 99.00
2017 01 30 21 50 198  4.4  5.6  0.20 99.00  3.89 999 1022.3  19.9 999.0   6.8 99.0 99.00
2017 01 30 22 50 185  4.8  5.7  0.19 99.00  3.73 999 1022.2  20.2 999.0   6.1 99.0 99.00
2017 01 30 23 50 171  5.6  6.5  0.20 99.00  3.31 999 1021.8  20.3 999.0   5.7 99.0 99.00
2017 01 31 00 50 158  7.6  8.4  0.26  2.25  2.95 180 1021.5  20.2 999.0   8.8 99.0 99.00
2017 01 31 01 50 162  7.7  9.4  0.35  2.47  2.83 177 1021.6  20.3 999.0  10.3 99.0 99.00
2017 01 31 02 50 170  7.2  8.4  0.50  2.86  2.90 167 1021.9  20.3 999.0  10.5 99.0 99.00
2017 01 31 03 50 174  7.3  8.4  0.57  3.23  3.08 164 1021.6  20.5 999.0   8.7 99.0 99.00
2017 01 31 04 50 183  7.6  9.0  0.61  3.33  3.13 169 1021.5  20.7 999.0   8.4 99.0 99.00
2017 01 31 05 50 184  7.4  8.5  0.61  3.57  3.25 158 1021.1  20.6 999.0   8.1 99.0 99.00
2017 01 31 06 50 190  7.6  9.2  0.68  3.85  3.40 169 1020.5  20.5 999.0   9.2 99.0 99.00
2017 01 31 07 50 191  7.9  9.3  0.70  4.00  3.37 164 1020.0  20.3 999.0   9.8 99.0 99.00
2017 01 31 08 50 195  8.0  9.4  0.66  4.00  3.41 157 1019.9  20.1 999.0  10.0 99.0 99.00
2017 01 31 09 50 194  7.4  8.8  0.72  4.00  3.45 169 1019.9  20.1 999.0  11.5 99.0 99.00
2017 01 31 10 50 196  6.5  8.3  0.70  4.17  3.38 165 1019.4  19.8 999.0  12.0 99.0 99.00
2017 01 31 11 50 198  7.0  8.5  0.65  3.85  3.48 167 1019.3  19.9 999.0  12.2 99.0 99.00
2017 01 31 12 50 190  7.5  9.2  0.59  4.00  3.35 178 1019.3  20.2 999.0  12.8 99.0 99.00
2017 01 31 13 50 183  7.9  9.2  0.64  4.17  3.35 168 1019.7  20.4 999.0  12.8 99.0 99.00
2017 01 31 14 50 186  7.7  9.2  0.73  4.17  3.43 171 1020.3  20.8 999.0  13.4 99.0 99.00
2017 01 31 15 50 188  7.1  9.1  0.63  4.17  3.43 179 1020.7  21.0 999.0  13.9 99.0 99.00
2017 01 31 16 50 182  7.6  8.5  0.73  4.17  3.56 179 1020.6  21.2 999.0  13.8 99.0 99.00
2017 01 31 17 50 188  8.0  9.3  0.71  4.35  3.59 174 1019.3  21.3 999.0  14.0 99.0 99.00
2017 01 31 18 50 203  5.1  6.1  0.68  4.00  3.50 168 1018.3  21.0 999.0  15.6 99.0 99.00
2017 01 31 19 50 195  4.7  5.4  0.58  4.35  3.65 173 1017.4  20.6 999.0  15.8 99.0 99.00
2017 01 31 20 50 181  4.1  4.8  0.58  4.17  3.77 162 1016.9  20.6 999.0  15.6 99.0 99.00
2017 01 31 21 50 165  3.9  4.9  0.51  4.55  3.74 163 1016.5  20.9 999.0  15.7 99.0 99.00
2017 01 31 22 50 168  5.1  6.0  0.51  4.55  3.88 159 1016.6  21.3 999.0  15.6 99.0 99.00
2017 01 31 23 50 159  6.3  7.8  0.51  4.35  3.82 151 1016.4  21.4 999.0  16.5 99.0 99.00
2017 02 01 00 50 170  7.9  9.4  0.59  4.55  3.69 158 1016.2  21.8 999.0  16.7 99.0 99.00
2017 02 01 01 50 170  7.5  9.1  0.68  4.76  3.44 157 1016.4  21.9 999.0  16.9 99.0 99.00
2017 02 01 02 50 170  8.3  9.8  0.79  4.55  3.70 160 1016.4  21.9 999.0  17.0 99.0 99.00
2017 02 01 03 50 174  7.8  9.0  0.81  4.55  3.62 158 1016.3  21.9 999.0  17.4 99.0 99.00
2017 02 01 04 50 176  8.4 10.1  0.83  4.55  3.77 159 1016.1  21.9 999.0  17.6 99.0 99.00
2017 02 01 05 50 175  8.0  9.2  0.86  4.76  3.70 156 1015.9  21.9 999.0  17.8 99.0 99.00
2017 02 01 06 50 179  8.1  9.7  0.81  4.76  3.71 147 1015.6  21.9 999.0  18.0 99.0 99.00
2017 02 01 07 50 183  7.9  9.2  0.83  5.00  3.63 153 1015.4  21.9 999.0  17.9 99.0 99.00
2017 02 01 08 50 182  8.8 10.6  0.87  5.26  3.72 151 1014.7  21.9 999.0  18.1 99.0 99.00
2017 02 01 09 50 185  8.8 10.2  0.86  5.00  3.61 162 1014.5  21.8 999.0  18.1 99.0 99.00
2017 02 01 10 50 185  7.9  9.3  0.97  5.00  3.78 159 1014.6  21.9 999.0  18.3 99.0 99.00
2017 02 01 11 50 182  7.9  9.1  0.91  5.26  3.77 166 1014.8  21.9 999.0  18.5 99.0 99.00
2017 02 01 12 50 182  7.2  8.6  0.95  5.26  3.97 165 1015.4  21.9 999.0  18.5 99.0 99.00
2017 02 01 13 50 180  7.0  8.1  0.94  5.00  4.01 164 1015.7  22.1 999.0  18.4 99.0 99.00
2017 02 01 14 50 175  7.2  8.3  0.92  5.56  4.11 163 1016.0  22.1 999.0  18.6 99.0 99.00
2017 02 01 15 50 171  6.3  7.2  0.95  5.56  4.27 164 1016.6  22.3 999.0  18.8 99.0 99.00
2017 02 01 16 50 168  6.3  7.2  1.04  5.88  4.62 152 1016.7  22.3 999.0  19.0 99.0 99.00
2017 02 01 17 50 168  5.9  6.9  1.05  5.56  4.67 159 1016.2  22.4 999.0  19.2 99.0 99.00
2017 02 01 18 50 166  6.1  7.0  1.06  5.88  4.67 158 1015.3  22.3 999.0  19.1 99.0 99.00
2017 02 01 19 50 164  6.2  7.4  1.00  6.25  4.65 150 1014.4  22.4 999.0  19.3 99.0 99.00
2017 02 01 20 50 160  6.8  7.7  1.03  6.25  4.64 163 1013.9  22.5 999.0  19.4 99.0 99.00
2017 02 01 21 50 160  6.7  8.0  0.99  6.25  4.57 159 1013.8  22.5 999.0  19.6 99.0 99.00
2017 02 01 22 50 159  7.2  8.5  1.00  5.88  4.61 170 1014.1  22.6 999.0  19.7 99.0 99.00
2017 02 01 23 50 160  6.1  7.3  1.00  5.88  4.55 161 1014.7  22.5 999.0  19.8 99.0 99.00
2017 02 02 00 50 156  5.4  6.5  0.98  5.88  4.54 159 1015.1  22.4 999.0  19.8 99.0 99.00
2017 02 02 01 50 154  5.8  6.9  0.91  6.25  4.57 166 1015.6  22.3 999.0  20.0 99.0 99.00
2017 02 02 02 50 164  6.7  7.5  0.91  6.25  4.61 175 1015.9  22.3 999.0  20.0 99.0 99.00
2017 02 02 03 50 164  5.8  7.1  1.00  6.25  4.76 165 1016.4  22.3 999.0  19.9 99.0 99.00
2017 02 02 04 50 143  3.6  4.2  0.95  6.25  4.68 162 1017.1  22.2 999.0  20.2 99.0 99.00
2017 02 02 05 50 144  5.0  5.7  0.98  5.88  4.87 161 1016.8  22.0 999.0  20.5 99.0 99.00
2017 02 02 06 50 144  5.0  5.8  0.88  5.88  4.59 156 1016.9  21.9 999.0  20.6 99.0 99.00
2017 02 02 07 50 151  5.1  6.0  0.91  6.25  4.73 163 1016.9  21.9 999.0  20.7 99.0 99.00
2017 02 02 08 50 143  3.5  4.0  0.89  6.25  4.69 162 1017.0  21.9 999.0  20.6 99.0 99.00
2017 02 02 09 50 136  4.0  4.5  0.86  6.25  4.71 174 1017.0  21.8 999.0  20.6 99.0 99.00
2017 02 02 10 50 142  4.3  4.8  0.81  5.88  4.57 173 1016.9  21.9 999.0  20.7 99.0 99.00
2017 02 02 11 50 138  3.9  4.5  0.86  6.25  4.77 165 1017.4  21.9 999.0  20.7 99.0 99.00
2017 02 02 12 50 137  3.4  4.0  0.84  6.25  4.79 167 1017.9  21.9 999.0  20.7 99.0 99.00
2017 02 02 13 50 137  3.4  3.9  0.75  6.25  4.52 170 1018.7  21.9 999.0  20.7 99.0 99.00
2017 02 02 14 50 127  2.8  3.3  0.80  6.25  4.77 168 1019.5  22.2 999.0  20.8 99.0 99.00
2017 02 02 15 50 125  3.1  3.5  0.80  6.25  4.72 168 1020.1  22.3 999.0  20.9 99.0 99.00
2017 02 02 16 50 128  2.8  3.2  0.76  5.56  4.72 170 1020.6  22.3 999.0  20.9 99.0 99.00
2017 02 02 17 50  72  1.9  2.1  0.81  5.88  4.75 173 1020.5  22.3 999.0  21.0 99.0 99.00
2017 02 02 18 50  60  1.6  1.9  0.73  5.56  4.75 167 1019.9  22.3 999.0  21.0 99.0 99.00
2017 02 02 19 50  81  2.4  2.8  0.72  5.26  4.70 163 1019.0  22.3 999.0  21.1 99.0 99.00
2017 02 02 20 50 108  2.6  3.0  0.65  5.88  4.67 174 1018.5  22.2 999.0  20.7 99.0 99.00
2017 02 02 21 50 100  3.8  4.4  0.73  5.56  4.78 179 1018.3  22.4 999.0  21.0 99.0 99.00
2017 02 02 22 50  99  2.5  2.9  0.69  5.26  4.64 167 1018.9  22.4 999.0  21.2 99.0 99.00
2017 02 02 23 50  70  3.0  3.5  0.65  5.26  4.62 167 1019.2  22.3 999.0  21.2 99.0 99.00
2017 02 03 00 50  84  2.5  2.8  0.67  5.56  4.70 169 1019.5  22.1 999.0  21.1 99.0 99.00
2017 02 03 01 50  66  3.0  3.3  0.60  5.26  4.58 143 1020.2  22.1 999.0  21.1 99.0 99.00
2017 02 03 02 50  49  6.1  7.2  0.61  5.56  4.60 166 1020.4  21.4 999.0  19.9 99.0 99.00
2017 02 03 03 50  24  7.2  8.5  0.76  5.56  3.88 176 1020.9  21.3 999.0  19.0 99.0 99.00
2017 02 03 04 50  28  8.9 10.6  1.02  4.35  3.99  21 1021.2  20.8 999.0  17.7 99.0 99.00
2017 02 03 05 50  29  7.9  9.7  1.27  5.00  4.29  20 1021.2  20.4 999.0  17.3 99.0 99.00
2017 02 03 06 50  33  8.1  9.8  1.30  5.26  4.46  52 1021.1  20.3 999.0  17.5 99.0 99.00
2017 02 03 07 50  37  7.0  8.5  1.34  5.88  4.49  45 1020.9  20.3 999.0  17.4 99.0 99.00
2017 02 03 08 50  42  7.7  8.7  1.21  5.56  4.39  34 1020.4  20.0 999.0  17.2 99.0 99.00
2017 02 03 09 50  54  6.9  8.1  1.34  5.56  4.72  39 1020.0  20.3 999.0  17.6 99.0 99.00
2017 02 03 10 50  45  6.9  7.7  1.15  5.56  4.51  39 1020.4  20.5 999.0  18.0 99.0 99.00
2017 02 03 11 50  41  7.8  8.8  1.26  5.56  4.55  41 1020.9  20.6 999.0  18.1 99.0 99.00
2017 02 03 12 50  41  8.1  9.5  1.16  5.56  4.37  44 1021.5  20.6 999.0  18.2 99.0 99.00
2017 02 03 13 50  32  8.8 10.2  1.22  5.26  4.35  37 1022.2  20.2 999.0  17.7 99.0 99.00
2017 02 03 14 50  44  8.4 10.2  1.26  5.56  4.43  62 1022.7  20.0 999.0  17.6 99.0 99.00
2017 02 03 15 50  37  9.0 10.2  1.32  5.56  4.47  30 1023.4  19.8 999.0  17.6 99.0 99.00
2017 02 03 16 50  38  8.7 10.2  1.41  5.88  4.59  57 1023.7  20.3 999.0  18.5 99.0 99.00
2017 02 03 17 50  46  9.8 11.3  1.41  5.56  4.55  39 1023.3  20.1 999.0  18.6 99.0 99.00
2017 02 03 18 50  44  9.5 11.3  1.44  5.56  4.63  47 1022.6  19.7 999.0  18.4 99.0 99.00
2017 02 03 19 50  45 10.2 12.2  1.53  5.88  4.57  59 1021.9  19.4 999.0  18.2 99.0 99.00
2017 02 03 20 50  53 10.7 12.5  1.69  5.56  4.77  51 1021.4  19.3 999.0  18.1 99.0 99.00
2017 02 03 21 50  57 11.0 13.0  1.75  5.56  4.85  64 1021.3  19.4 999.0  18.0 99.0 99.00
2017 02 03 22 50  57 10.4 12.5  1.98  6.67  5.19  49 1021.6  19.6 999.0  18.0 99.0 99.00
2017 02 03 23 50  66 10.2 12.3  1.98  6.25  5.00  61 1022.2  19.9 999.0  18.1 99.0 99.00
2017 02 04 00 50  73 10.2 12.4  1.92  6.67  5.11  71 1022.7  20.0 999.0  17.9 99.0 99.00
2017 02 04 01 50  75 10.4 11.9  1.90  6.67  5.25  67 1022.9  20.1 999.0  18.0 99.0 99.00
2017 02 04 02 50  70  9.8 11.4  2.00  6.67  5.25  63 1023.6  20.3 999.0  18.1 99.0 99.00
2017 02 04 03 50  76  9.4 11.2  2.01  6.67  5.29  53 1024.0  20.5 999.0  18.3 99.0 99.00
2017 02 04 04 50  76  9.9 11.6  1.90  6.67  5.14  65 1023.9  20.0 999.0  18.4 99.0 99.00
2017 02 04 05 50  75  9.9 11.9  1.97  6.67  5.21  67 1023.2  20.3 999.0  18.8 99.0 99.00
2017 02 04 06 50  78  9.5 11.3  1.98  6.67  5.20  58 1022.8  20.5 999.0  18.8 99.0 99.00
2017 02 04 07 50  78  9.9 11.7  1.83  6.67  5.11  61 1022.4  20.3 999.0  18.6 99.0 99.00
2017 02 04 08 50  82  9.4 10.9  1.90  6.67  5.17  73 1021.5  20.7 999.0  18.9 99.0 99.00
2017 02 04 09 50  87  9.5 11.0  1.90  6.67  5.17  72 1020.9  20.9 999.0  18.9 99.0 99.00
2017 02 04 10 50  98  8.2 10.0  1.94  7.14  5.19  61 1020.8  21.3 999.0  19.1 99.0 99.00
2017 02 04 11 50  98  9.1 10.4  1.93  6.67  5.21  78 1021.2  21.3 999.0  18.9 99.0 99.00
2017 02 04 12 50  98  8.5 10.0  1.83  6.25  5.22  69 1021.5  21.4 999.0  19.0 99.0 99.00
2017 02 04 13 50 116  8.2  9.8  1.77  6.67  5.18  67 1021.7  21.7 999.0  19.2 99.0 99.00
2017 02 04 14 50 119  7.9  9.6  1.64  7.14  5.10  60 1022.1  21.8 999.0  19.3 99.0 99.00
2017 02 04 15 50 129  8.2  9.8  1.82  7.14  5.30  63 1022.3  22.0 999.0  19.5 99.0 99.00
2017 02 04 16 50 142  8.9 10.7  1.70  6.67  5.07  61 1022.1  22.1 999.0  19.5 99.0 99.00
2017 02 04 17 50 147  8.1  9.7  1.68  6.67  5.05  66 1021.8  22.1 999.0  19.6 99.0 99.00
2017 02 04 18 50 146  7.3  8.4  1.54  6.67  5.02  70 1020.6  22.1 999.0  19.6 99.0 99.00
2017 02 04 19 50 140  6.8  8.2  1.48  7.14  4.93  64 1019.7  22.1 999.0  19.6 99.0 99.00
2017 02 04 20 50 144  6.8  8.0  1.47  7.14  4.95  66 1018.8  22.1 999.0  19.8 99.0 99.00
2017 02 04 21 50 139  6.1  7.0  1.45  5.88  5.04  94 1018.5  22.1 999.0  20.0 99.0 99.00
2017 02 04 22 50 133  5.4  6.3  1.36  6.67  4.95  77 1018.6  22.1 999.0  20.3 99.0 99.00
2017 02 04 23 50 131  6.6  7.7  1.32  6.67  5.12  68 1018.7  22.1 999.0  20.3 99.0 99.00
2017 02 05 00 50 135  6.5  7.7  1.39  7.14  5.12  79 1018.9  22.1 999.0  20.3 99.0 99.00
2017 02 05 01 50 138  6.5  7.7  1.31  6.25  5.06  94 1019.3  22.2 999.0  20.3 99.0 99.00
2017 02 05 02 50 138  7.5  8.6  1.49  6.25  5.02  85 1019.4  22.2 999.0  20.4 99.0 99.00
2017 02 05 03 50 134  6.6  7.8  1.38  6.67  4.90  76 1019.4  22.1 999.0  20.4 99.0 99.00
2017 02 05 04 50 141  7.3  9.6  1.45  6.67  5.11 107 1019.3  21.8 999.0  20.4 99.0 99.00
2017 02 05 05 50 141  6.8  8.1  1.52  6.67  5.03  98 1018.7  21.7 999.0  20.2 99.0 99.00
2017 02 05 06 50 145  6.0  6.9  1.29  6.67  4.95  99 1018.2  22.0 999.0  20.5 99.0 99.00
2017 02 05 07 50 152  5.6  6.9  1.35  6.25  5.12  97 1018.0  22.1 999.0  20.5 99.0 99.00
2017 02 05 08 50 161  6.8  8.1  1.34  6.67  5.18  95 1017.3  22.2 999.0  20.3 99.0 99.00
2017 02 05 09 50 163  8.0  9.3  1.37  6.67  5.09  95 1016.8  22.3 999.0  20.2 99.0 99.00
2017 02 05 10 50 165  7.7  8.8  1.35  6.67  4.84  90 1016.9  22.4 999.0  20.1 99.0 99.00
2017 02 05 11 50 159  7.3  8.6  1.24  6.25  4.79  99 1016.9  22.3 999.0  20.1 99.0 99.00
2017 02 05 12 50 153  7.4  9.0  1.27  6.67  4.68  75 1017.3  22.3 999.0  19.9 99.0 99.00
2017 02 05 13 50 151  6.9  8.4  1.25  6.25  4.83 102 1017.6  22.3 999.0  20.0 99.0 99.00
2017 02 05 14 50 153  7.1  8.5  1.28  6.67  4.85 118 1018.2  22.5 999.0  20.1 99.0 99.00
2017 02 05 15 50 152  6.2  7.4  1.20  6.25  4.68 109 1018.7  22.6 999.0  20.1 99.0 99.00
2017 02 05 16 50 156  6.4  7.9  1.31  6.67  4.79 123 1018.8  22.7 999.0  19.9 99.0 99.00
2017 02 05 17 50 154  6.4  7.5  1.26  6.25  4.82 131 1018.1  22.7 999.0  20.1 99.0 99.00
2017 02 05 18 50 154  6.0  7.0  1.20  6.25  4.73 115 1017.2  22.7 999.0  20.2 99.0 99.00
2017 02 05 19 50 157  6.6  7.5  1.23  6.67  4.81  95 1016.4  22.7 999.0  20.2 99.0 99.00
2017 02 05 20 50 152  6.8  7.7  1.17  6.25  4.62 101 1015.7  22.8 999.0  19.9 99.0 99.00
2017 02 05 21 50 150  6.3  7.2  1.23  6.67  4.80 111 1015.5  22.8 999.0  20.1 99.0 99.00
2017 02 05 22 50 142  5.5  6.7  1.17  5.56  4.72 134 1016.0  22.7 999.0  20.2 99.0 99.00
2017 02 05 23 50 139  5.7  6.5  1.08  6.67  4.80 133 1016.1  22.6 999.0  20.4 99.0 99.00
2017 02 06 00 50 139  5.5  6.3  1.17  5.88  4.96 125 1016.4  22.4 999.0  20.3 99.0 99.00
2017 02 06 01 50 138  5.4  6.4  1.10  6.67  4.93 133 1016.7  22.4 999.0  20.4 99.0 99.00
2017 02 06 02 50 139  5.2  6.0  1.05  6.25  4.87 125 1016.9  22.5 999.0  20.4 99.0 99.00
2017 02 06 03 50 138  5.8  6.8  1.04  5.88  4.81 133 1016.7  22.3 999.0  20.5 99.0 99.00
2017 02 06 04 50 145  6.2  7.2  1.06  6.67  4.86 114 1016.5  22.2 999.0  20.6 99.0 99.00
2017 02 06 05 50 151  7.1  8.4  1.10  6.67  4.77 117 1016.0  22.4 999.0  20.7 99.0 99.00
2017 02 06 06 50 151  8.5 10.5  1.17  6.67  4.61 119 1014.8  22.5 999.0  20.7 99.0 99.00
2017 02 06 07 50 162  8.2  9.5  1.17  6.67  4.41 123 1014.6  22.6 999.0  20.8 99.0 99.00
2017 02 06 08 50 168  7.7  9.3  1.20  6.25  4.40 123 1014.4  22.6 999.0  21.0 99.0 99.00
2017 02 06 09 50 168  7.0  8.2  1.16  5.88  4.59 124 1014.1  22.5 999.0  20.9 99.0 99.00
2017 02 06 10 50 174  7.8  9.2  1.15  6.67  4.67 135 1014.1  22.5 999.0  20.9 99.0 99.00
2017 02 06 11 50 175  7.4  8.9  1.14  5.88  4.48 119 1014.1  22.5 999.0  20.9 99.0 99.00
2017 02 06 12 50 175  7.4  8.8  1.26  5.56  4.57 142 1014.7  22.5 999.0  20.9 99.0 99.00
2017 02 06 13 50 165  7.0  8.0  1.25  6.67  4.73 119 1014.9  22.6 999.0  21.0 99.0 99.00
2017 02 06 14 50 164  7.4  8.7  1.19  7.14  4.83 109 1015.3  22.8 999.0  20.9 99.0 99.00
2017 02 06 15 50 162  7.0  7.9  1.18  6.25  4.74 126 1015.9  22.9 999.0  20.9 99.0 99.00
2017 02 06 16 50 163  6.9  8.1  1.17  6.67  4.67 122 1016.2  22.9 999.0  20.9 99.0 99.00
2017 02 06 17 50 162  6.2  7.6  1.22  6.67  4.80 126 1015.7  22.9 999.0  21.0 99.0 99.00
2017 02 06 18 50 160  7.0  7.9  1.22  6.67  4.88 138 1014.4  22.9 999.0  21.0 99.0 99.00
2017 02 06 19 50 158  7.0  8.0  1.20  5.88  4.88 145 1013.2  22.8 999.0  20.9 99.0 99.00
2017 02 06 20 50 157  7.3  8.8  1.21  6.25  4.80 138 1012.0  22.9 999.0  21.0 99.0 99.00
2017 02 06 21 50 154  8.2  9.8  1.23  6.67  4.65 131 1011.1  22.9 999.0  20.9 99.0 99.00
2017 02 06 22 50 158  8.4 10.0  1.20  6.67  4.51 137 1010.9  23.0 999.0  20.9 99.0 99.00
2017 02 06 23 50 164  8.5 10.1  1.46  6.67  4.79 135 1010.8  22.9 999.0  20.7 99.0 99.00
2017 02 07 00 50 163  7.8  9.5  1.45  6.67  5.02 139 1011.1  22.9 999.0  20.7 99.0 99.00
2017 02 07 01 50 159  7.9  9.4  1.40  6.67  4.88 132 1011.2  22.7 999.0  20.7 99.0 99.00
2017 02 07 02 50 161  7.7  8.9  1.37  6.25  4.87 143 1011.5  22.7 999.0  20.8 99.0 99.00
2017 02 07 03 50 161  8.4 10.0  1.38  6.67  4.80 130 1011.1  22.7 999.0  20.9 99.0 99.00
2017 02 07 04 50 170  7.5  9.3  1.34  6.67  4.75 129 1011.0  22.7 999.0  21.1 99.0 99.00
2017 02 07 05 50 171  7.8  9.4  1.36  6.67  4.75 137 1011.2  22.7 999.0  21.0 99.0 99.00
2017 02 07 06 50 183  7.9  9.6  1.38  6.25  4.78 136 1010.8  22.4 999.0  20.8 99.0 99.00
2017 02 07 07 50 187  6.6  8.3  1.43  5.88  4.97 142 1010.9  22.2 999.0  20.7 99.0 99.00
2017 02 07 08 50 183  7.8  9.6  1.39  6.25  4.91 136 1009.6  22.1 999.0  20.7 99.0 99.00
2017 02 07 09 50 182  9.5 11.1  1.34  5.88  4.95 137 1009.1  22.3 999.0  20.8 99.0 99.00
2017 02 07 10 50 185  8.0  9.4  1.30  6.25  4.66 150 1009.4  22.2 999.0  20.7 99.0 99.00
2017 02 07 11 50 185  8.3  9.8  1.28  6.67  4.80 133 1009.4  22.2 999.0  20.7 99.0 99.00
2017 02 07 12 50 187  8.5  9.8  1.26  6.25  4.83 145 1009.7  22.2 999.0  20.7 99.0 99.00
2017 02 07 13 50 188  8.1 10.0  1.36  6.25  4.84 144 1009.9  22.3 999.0  20.8 99.0 99.00
2017 02 07 14 50 187  7.3  8.9  1.32  6.25  4.78 151 1010.3  22.6 999.0  20.8 99.0 99.00
2017 02 07 15 50 191  6.6  7.9  1.55  6.25  5.10 136 1010.9  22.6 999.0  20.9 99.0 99.00
2017 02 07 16 50 200  5.4  6.5  1.35  7.14  4.90 111 1011.6  22.6 999.0  21.0 99.0 99.00
2017 02 07 17 50 198  5.0  6.0  1.27  6.25  5.04 127 1011.5  22.5 999.0  20.9 99.0 99.00
2017 02 07 18 50 202  4.1  4.8  1.44  7.69  5.60 114 1010.4  22.3 999.0  20.9 99.0 99.00
2017 02 07 19 50 205  3.1  3.8  1.17  7.14  5.28 110 1009.6  22.4 999.0  21.0 99.0 99.00
2017 02 07 20 50 195  3.5  4.5  1.21  6.25  5.52 130 1008.9  22.8 999.0  21.3 99.0 99.00
2017 02 07 21 50 177  4.3  5.1  1.14  7.14  5.57 120 1008.1  22.9 999.0  21.4 99.0 99.00
2017 02 07 22 50 167  4.0  4.8  1.20  7.14  5.70 131 1008.1  23.1 999.0  21.5 99.0 99.00
2017 02 07 23 50 162  5.0  5.9  1.15  6.67  5.60 132 1007.9  23.0 999.0  21.6 99.0 99.00
2017 02 08 00 50 166  6.2  7.3  1.21  7.14  5.50 124 1007.8  22.9 999.0  21.7 99.0 99.00
2017 02 08 01 50 172  6.7  7.9  1.18  7.14  5.34 121 1008.1  22.8 999.0  21.6 99.0 99.00
2017 02 08 02 50 176  7.1  8.3  1.26  7.14  5.18 121 1008.3  22.8 999.0  21.7 99.0 99.00
2017 02 08 03 50 177  7.4  8.6  1.20  7.14  5.00 123 1008.5  22.8 999.0  21.6 99.0 99.00
2017 02 08 04 50 185  7.2  8.8  1.27  7.14  5.05 119 1008.8  22.8 999.0  21.6 99.0 99.00
2017 02 08 05 50 186  6.5  7.6  1.17  6.67  4.93 120 1008.7  22.6 999.0  21.5 99.0 99.00
2017 02 08 06 50 193  7.4  9.0  1.24  7.14  4.98 110 1008.1  22.5 999.0  21.4 99.0 99.00
2017 02 08 07 50 201  5.6  6.4  1.09  6.67  4.68 113 1008.4  22.2 999.0  21.1 99.0 99.00
2017 02 08 08 50 197  5.5  7.5  1.11  7.14  4.92 113 1008.0  22.1 999.0  21.2 99.0 99.00
2017 02 08 09 50 199  6.4  7.5  1.04  6.67  4.87 115 1007.7  21.9 999.0  21.0 99.0 99.00
2017 02 08 10 50 199  6.4  7.7  1.11  6.67  5.01 116 1007.6  22.1 999.0  20.9 99.0 99.00
2017 02 08 11 50 198  7.9  9.7  1.04  6.67  4.82 114 1008.0  21.8 999.0  20.5 99.0 99.00
2017 02 08 12 50 202  7.5  9.2  1.05  6.67  4.67 107 1008.8  21.7 999.0  20.4 99.0 99.00
2017 02 08 13 50 207  7.4  9.2  1.00  6.67  4.58 115 1009.4  21.7 999.0  20.1 99.0 99.00
2017 02 08 14 50 214  6.0  6.9  0.96  7.14  4.57 115 1010.1  21.9 999.0  20.2 99.0 99.00
2017 02 08 15 50 206  5.9  7.6  0.94  6.25  4.65 117 1010.7  21.9 999.0  19.9 99.0 99.00
2017 02 08 16 50 212  6.2  7.0  0.91  6.67  4.70 119 1010.7  21.8 999.0  19.8 99.0 99.00
2017 02 08 17 50 230  5.2  6.2  0.97  6.67  4.85 109 1010.9  21.9 999.0  20.0 99.0 99.00
2017 02 08 18 50 228  4.6  5.4  0.89  6.67  5.06 110 1010.5  22.0 999.0  20.0 99.0 99.00
2017 02 08 19 50 214  3.6  4.3  0.80  7.14  4.84 100 1009.7  22.1 999.0  20.2 99.0 99.00
2017 02 08 20 50 190  2.9  3.5  0.84  7.14  5.11 114 1009.6  22.3 999.0  20.2 99.0 99.00
2017 02 08 21 50 185  3.1  3.6  0.78  6.67  5.00 114 1009.4  22.7 999.0  20.5 99.0 99.00
2017 02 08 22 50 181  3.9  4.4  0.80  6.67  5.12 119 1009.5  22.7 999.0  20.5 99.0 99.00
2017 02 08 23 50 171  2.8  3.2  0.76  6.25  5.03 127 1010.2  22.6 999.0  20.6 99.0 99.00
2017 02 09 00 50 160  3.6  4.3  0.76  6.67  5.10 117 1010.8  22.4 999.0  20.8 99.0 99.00
2017 02 09 01 50 173  3.4  4.0  0.75  7.14  4.89 110 1011.9  22.4 999.0  20.9 99.0 99.00
