#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 01 07 11 30 338 12.2 15.4 99.00 99.00 99.00 999 1034.7   3.9  17.4 999.0 99.0 99.00
2017 01 07 12 00 340 12.5 15.4 99.00 99.00 99.00 999 1035.1   3.3  17.3 999.0 99.0 99.00
2017 01 07 12 30 341 12.6 15.8 99.00 99.00 99.00 999 1036.6   3.4  17.3 999.0 99.0 99.00
2017 01 07 13 00 343 11.8 14.3 99.00 99.00 99.00 999 1035.8   2.5  17.2 999.0 99.0 99.00
2017 01 07 13 30 345 12.7 16.2 99.00 99.00 99.00 999 1035.9   3.2  17.3 999.0 99.0 99.00
2017 01 07 14 00 347 12.2 15.4 99.00 99.00 99.00 999 1037.1   2.6  17.4 999.0 99.0 99.00
2017 01 07 14 30 354 11.4 14.0 99.00 99.00 99.00 999 1038.4   4.4  17.4 999.0 99.0 99.00
2017 01 07 15 00 353 11.2 14.1 99.00 99.00 99.00 999 1038.2   4.3  17.4 999.0 99.0 99.00
2017 01 07 15 30 347 10.3 13.8 99.00 99.00 99.00 999 1039.7   4.1  17.4 999.0 99.0 99.00
2017 01 07 16 00 351 10.1 12.8 99.00 99.00 99.00 999 1039.6   4.1  17.3 999.0 99.0 99.00
2017 01 07 16 30 349  9.9 13.2 99.00 99.00 99.00 999 1039.7   3.9  17.3 999.0 99.0 99.00
2017 01 07 17 00 347 10.3 13.7 99.00 99.00 99.00 999 1039.0   4.3  17.2 999.0 99.0 99.00
2017 01 07 17 30 345 10.2 13.2 99.00 99.00 99.00 999 1039.0   4.9  17.1 999.0 99.0 99.00
2017 01 07 18 00 349  9.1 13.3 99.00 99.00 99.00 999 1038.6   4.7  17.1 999.0 99.0 99.00
2017 01 07 18 30 353  9.3 12.8 99.00 99.00 99.00 999 1038.8   4.8  17.0 999.0 99.0 99.00
2017 01 07 19 00 343  9.0 11.4 99.00 99.00 99.00 999 1037.9   4.8  17.0 999.0 99.0 99.00
2017 01 07 19 30 324  9.3 12.5 99.00 99.00 99.00 999 1037.3   4.2  16.9 999.0 99.0 99.00
2017 01 07 20 00 322  9.5 12.6 99.00 99.00 99.00 999 1037.7   4.1  16.8 999.0 99.0 99.00
2017 01 07 20 30 318  8.6 12.4 99.00 99.00 99.00 999 1037.6   4.5  16.8 999.0 99.0 99.00
2017 01 07 21 00 344  9.0 11.8 99.00 99.00 99.00 999 1037.0   6.3  16.7 999.0 99.0 99.00
2017 01 07 21 30 330  8.8 12.0 99.00 99.00 99.00 999 1036.6   6.3  16.6 999.0 99.0 99.00
2017 01 07 22 00 344  8.1 10.6 99.00 99.00 99.00 999 1037.0   7.0  16.6 999.0 99.0 99.00
2017 01 07 22 30 344  7.8  9.6 99.00 99.00 99.00 999 1036.9   7.3  16.6 999.0 99.0 99.00
2017 01 07 23 00 336  8.4 10.8 99.00 99.00 99.00 999 1037.3   7.7  16.6 999.0 99.0 99.00
2017 01 07 23 30   1  9.3 11.6 99.00 99.00 99.00 999 1037.3   8.1  16.5 999.0 99.0 99.00
2017 01 08 00 30 351  8.4 11.6 99.00 99.00 99.00 999 1037.7   8.5  16.9 999.0 99.0 99.00
2017 01 08 01 00   3  8.5 10.4 99.00 99.00 99.00 999 1038.0   9.3  17.0 999.0 99.0 99.00
2017 01 08 01 30   1  8.3 11.5 99.00 99.00 99.00 999 1038.5   8.9  17.0 999.0 99.0 99.00
2017 01 08 02 00   7  8.7 11.4 99.00 99.00 99.00 999 1038.8   9.2  17.0 999.0 99.0 99.00
2017 01 08 02 30   9  8.5 10.5 99.00 99.00 99.00 999 1039.1   9.2  16.9 999.0 99.0 99.00
2017 01 08 03 00  11  8.1 10.2 99.00 99.00 99.00 999 1039.6   9.0  16.8 999.0 99.0 99.00
2017 01 08 03 30 356  5.3  7.3 99.00 99.00 99.00 999 1039.8   9.2  16.8 999.0 99.0 99.00
2017 01 08 04 00  13  6.2  9.4 99.00 99.00 99.00 999 1040.1   9.0  16.8 999.0 99.0 99.00
2017 01 08 04 30 309  9.3 11.2 99.00 99.00 99.00 999 1040.1   7.4  16.8 999.0 99.0 99.00
2017 01 08 05 00 311  9.6 11.7 99.00 99.00 99.00 999 1040.0   6.8  16.7 999.0 99.0 99.00
2017 01 08 05 30 307  9.2 10.9 99.00 99.00 99.00 999 1040.4   6.8  16.7 999.0 99.0 99.00
2017 01 08 06 00 308  9.5 11.3 99.00 99.00 99.00 999 1039.9   6.6  16.6 999.0 99.0 99.00
2017 01 08 06 30 309  9.8 12.1 99.00 99.00 99.00 999 1039.5   6.5  16.6 999.0 99.0 99.00
2017 01 08 07 00 310 10.2 12.3 99.00 99.00 99.00 999 1039.5   6.6  16.6 999.0 99.0 99.00
2017 01 08 07 30 311 10.3 12.6 99.00 99.00 99.00 999 1039.1   6.6  16.5 999.0 99.0 99.00
2017 01 08 08 00 318 10.4 12.3 99.00 99.00 99.00 999 1039.2   6.6  16.6 999.0 99.0 99.00
2017 01 08 08 30 318 10.2 12.4 99.00 99.00 99.00 999 1038.5   6.9  16.5 999.0 99.0 99.00
2017 01 08 09 00 324 10.2 12.1 99.00 99.00 99.00 999 1038.3   7.0  16.5 999.0 99.0 99.00
2017 01 08 09 30 328 10.8 13.1 99.00 99.00 99.00 999 1038.2   7.5  16.4 999.0 99.0 99.00
2017 01 08 10 00 333 10.7 13.1 99.00 99.00 99.00 999 1038.4   7.9  16.5 999.0 99.0 99.00
2017 01 08 10 30 336 11.0 12.9 99.00 99.00 99.00 999 1037.5   8.3  16.5 999.0 99.0 99.00
2017 01 08 11 00 342 10.6 12.8 99.00 99.00 99.00 999 1037.7   8.8  16.3 999.0 99.0 99.00
2017 01 08 12 00 353  9.6 11.3 99.00 99.00 99.00 999 1036.8   9.7  16.3 999.0 99.0 99.00
2017 01 08 12 30 353  9.1 10.9 99.00 99.00 99.00 999 1036.8  10.1  16.3 999.0 99.0 99.00
2017 01 08 13 00 353  8.2  9.4 99.00 99.00 99.00 999 1036.2  11.0  16.3 999.0 99.0 99.00
2017 01 08 13 30 354  5.7  7.5 99.00 99.00 99.00 999 1036.7  11.7  16.3 999.0 99.0 99.00
2017 01 08 14 00  64  5.3  7.1 99.00 99.00 99.00 999 1037.1  13.4  16.3 999.0 99.0 99.00
2017 01 08 14 30  60  5.2  7.2 99.00 99.00 99.00 999 1037.4  13.7  16.3 999.0 99.0 99.00
2017 01 08 15 00  63  5.8  7.6 99.00 99.00 99.00 999 1037.4  13.8  16.3 999.0 99.0 99.00
2017 01 08 15 30  53  5.5  6.8 99.00 99.00 99.00 999 1037.7  14.0  16.3 999.0 99.0 99.00
2017 01 08 16 00  52  5.3  7.1 99.00 99.00 99.00 999 1037.9  14.1  16.4 999.0 99.0 99.00
2017 01 08 16 30  55  5.4  7.5 99.00 99.00 99.00 999 1037.7  14.0  16.4 999.0 99.0 99.00
2017 01 08 17 00  55  5.9  8.1 99.00 99.00 99.00 999 1037.1  14.2  16.5 999.0 99.0 99.00
2017 01 08 17 30  59  5.8  7.6 99.00 99.00 99.00 999 1036.5  14.5  16.4 999.0 99.0 99.00
2017 01 08 18 00  82  5.2  6.9 99.00 99.00 99.00 999 1035.8  14.9  16.4 999.0 99.0 99.00
2017 01 08 18 30  84  5.5  6.9 99.00 99.00 99.00 999 1035.1  15.0  16.6 999.0 99.0 99.00
2017 01 08 19 00  89  5.2  6.9 99.00 99.00 99.00 999 1034.4  15.1  16.7 999.0 99.0 99.00
2017 01 08 19 30  88  5.5  6.7 99.00 99.00 99.00 999 1033.6  15.0  16.9 999.0 99.0 99.00
2017 01 08 20 00  86  5.2  6.6 99.00 99.00 99.00 999 1033.4  15.2  16.8 999.0 99.0 99.00
2017 01 08 20 30  88  5.3  6.9 99.00 99.00 99.00 999 1032.8  15.2  17.1 999.0 99.0 99.00
2017 01 08 21 00 100  5.0  6.1 99.00 99.00 99.00 999 1032.5  15.2  17.1 999.0 99.0 99.00
2017 01 08 21 30  98  5.2  6.6 99.00 99.00 99.00 999 1032.5  15.4  17.1 999.0 99.0 99.00
2017 01 08 22 00 103  5.3  6.8 99.00 99.00 99.00 999 1032.5  15.4  17.0 999.0 99.0 99.00
2017 01 08 22 30 106  5.2  6.3 99.00 99.00 99.00 999 1032.1  15.6  17.0 999.0 99.0 99.00
2017 01 08 23 00 118  5.3  7.1 99.00 99.00 99.00 999 1031.9  15.5  16.9 999.0 99.0 99.00
2017 01 08 23 30 111  5.3  6.6 99.00 99.00 99.00 999 1032.2  15.6  16.8 999.0 99.0 99.00
2017 01 09 00 30 108  5.2  6.4 99.00 99.00 99.00 999 1032.4  15.9  16.7 999.0 99.0 99.00
2017 01 09 01 00 112  5.4  6.9 99.00 99.00 99.00 999 1032.5  15.8  16.6 999.0 99.0 99.00
2017 01 09 01 30 111  4.6  6.4 99.00 99.00 99.00 999 1032.7  16.0  16.6 999.0 99.0 99.00
2017 01 09 02 00 128  5.4  7.2 99.00 99.00 99.00 999 1032.5  16.1  16.6 999.0 99.0 99.00
2017 01 09 02 30 127  5.4  7.5 99.00 99.00 99.00 999 1032.3  16.4  16.5 999.0 99.0 99.00
2017 01 09 03 00 140  5.0  6.2 99.00 99.00 99.00 999 1032.2  16.5  16.4 999.0 99.0 99.00
2017 01 09 03 30 143  4.9  6.3 99.00 99.00 99.00 999 1032.0  16.5  16.3 999.0 99.0 99.00
2017 01 09 04 00 146  4.4  5.5 99.00 99.00 99.00 999 1031.9  16.6  16.3 999.0 99.0 99.00
2017 01 09 04 30 145  4.4  5.6 99.00 99.00 99.00 999 1031.7  16.5  16.2 999.0 99.0 99.00
2017 01 09 05 00 145  4.3  5.5 99.00 99.00 99.00 999 1031.2  16.7  16.1 999.0 99.0 99.00
2017 01 09 05 30 144  4.5  5.6 99.00 99.00 99.00 999 1031.0  16.7  16.1 999.0 99.0 99.00
2017 01 09 06 00 154  4.0  4.9 99.00 99.00 99.00 999 1030.5  16.8  16.1 999.0 99.0 99.00
2017 01 09 06 30 151  3.9  4.8 99.00 99.00 99.00 999 1030.2  16.6  16.1 999.0 99.0 99.00
2017 01 09 07 00 149  4.4  5.2 99.00 99.00 99.00 999 1030.0  16.7  16.1 999.0 99.0 99.00
2017 01 09 07 30 149  3.1  3.8 99.00 99.00 99.00 999 1029.4  16.7  16.1 999.0 99.0 99.00
2017 01 09 08 00 158  2.7  3.9 99.00 99.00 99.00 999 1029.2  16.6  16.0 999.0 99.0 99.00
2017 01 09 08 30 149  2.3  2.8 99.00 99.00 99.00 999 1029.1  16.4  16.0 999.0 99.0 99.00
2017 01 09 09 00 212  2.2  2.9 99.00 99.00 99.00 999 1029.0  16.2  15.9 999.0 99.0 99.00
2017 01 09 09 30 214  1.7  2.2 99.00 99.00 99.00 999 1028.5  15.4  15.9 999.0 99.0 99.00
2017 01 09 10 00 211  2.3  3.2 99.00 99.00 99.00 999 1028.1  15.3  15.9 999.0 99.0 99.00
2017 01 09 10 30 205  2.7  3.6 99.00 99.00 99.00 999 1027.9  15.1  15.8 999.0 99.0 99.00
2017 01 09 11 00 228  4.4  5.4 99.00 99.00 99.00 999 1028.1  15.0  15.8 999.0 99.0 99.00
2017 01 09 11 30 254  3.3  3.8 99.00 99.00 99.00 999 1028.1  13.1  15.8 999.0 99.0 99.00
2017 01 09 12 00 243  2.7  3.3 99.00 99.00 99.00 999 1028.1  13.0  15.7 999.0 99.0 99.00
2017 01 09 12 30 246  2.6  3.1 99.00 99.00 99.00 999 1028.1  13.2  15.6 999.0 99.0 99.00
2017 01 09 13 00 237  2.2  2.8 99.00 99.00 99.00 999 1028.3  13.6  15.6 999.0 99.0 99.00
2017 01 09 13 30 241  2.5  3.8 99.00 99.00 99.00 999 1028.4  13.6  15.6 999.0 99.0 99.00
2017 01 09 14 00 241  2.2  2.8 99.00 99.00 99.00 999 1028.9  14.0  15.6 999.0 99.0 99.00
2017 01 09 14 30 233  2.2  2.8 99.00 99.00 99.00 999 1029.1  14.5  15.6 999.0 99.0 99.00
2017 01 09 15 00 212  2.5  3.0 99.00 99.00 99.00 999 1029.0  14.5  15.6 999.0 99.0 99.00
2017 01 09 15 30 213  2.8  3.3 99.00 99.00 99.00 999 1029.3  14.7  15.6 999.0 99.0 99.00
2017 01 09 16 00 215  2.7  3.4 99.00 99.00 99.00 999 1029.5  14.7  15.7 999.0 99.0 99.00
2017 01 09 16 30 206  2.4  3.1 99.00 99.00 99.00 999 1029.3  14.8  15.7 999.0 99.0 99.00
2017 01 09 17 00 210  1.3  1.7 99.00 99.00 99.00 999 1029.0  15.0  15.7 999.0 99.0 99.00
2017 01 09 17 30 196  1.5  1.9 99.00 99.00 99.00 999 1028.6  15.2  16.0 999.0 99.0 99.00
2017 01 09 18 00 160  1.7  2.4 99.00 99.00 99.00 999 1027.8  15.3  15.7 999.0 99.0 99.00
2017 01 09 18 30 173  2.4  3.3 99.00 99.00 99.00 999 1026.8  15.5  15.9 999.0 99.0 99.00
2017 01 09 19 00 160  2.4  2.9 99.00 99.00 99.00 999 1026.3  15.6  15.9 999.0 99.0 99.00
2017 01 09 19 30 158  2.2  2.7 99.00 99.00 99.00 999 1025.8  15.9  15.9 999.0 99.0 99.00
2017 01 09 20 00 143  2.1  2.7 99.00 99.00 99.00 999 1025.4  16.0  16.0 999.0 99.0 99.00
2017 01 09 20 30 141  2.0  2.5 99.00 99.00 99.00 999 1025.1  16.1  15.9 999.0 99.0 99.00
2017 01 09 21 00 166  2.6  3.4 99.00 99.00 99.00 999 1024.8  16.1  15.9 999.0 99.0 99.00
2017 01 09 21 30 171  2.7  3.4 99.00 99.00 99.00 999 1024.6  16.3  15.9 999.0 99.0 99.00
2017 01 09 22 00 175  2.6  3.3 99.00 99.00 99.00 999 1024.6  16.3  15.9 999.0 99.0 99.00
2017 01 09 22 30 159  2.5  3.3 99.00 99.00 99.00 999 1024.3  16.4  15.9 999.0 99.0 99.00
2017 01 09 23 00 155  2.8  3.3 99.00 99.00 99.00 999 1024.0  16.4  15.9 999.0 99.0 99.00
2017 01 09 23 30 166  2.6  3.3 99.00 99.00 99.00 999 1024.1  16.3  16.0 999.0 99.0 99.00
2017 01 10 00 30 149  3.2  3.8 99.00 99.00 99.00 999 1023.9  16.0  16.2 999.0 99.0 99.00
2017 01 10 01 00 143  2.8  3.4 99.00 99.00 99.00 999 1024.1  16.3  16.1 999.0 99.0 99.00
2017 01 10 01 30 134  2.7  3.1 99.00 99.00 99.00 999 1024.2  16.3  16.1 999.0 99.0 99.00
2017 01 10 02 00 144  2.7  3.4 99.00 99.00 99.00 999 1024.3  16.3  16.0 999.0 99.0 99.00
2017 01 10 02 30 131  3.2  3.8 99.00 99.00 99.00 999 1024.2  16.5  16.0 999.0 99.0 99.00
2017 01 10 03 00 139  3.1  3.6 99.00 99.00 99.00 999 1024.0  16.7  16.0 999.0 99.0 99.00
2017 01 10 03 30 147  3.0  3.6 99.00 99.00 99.00 999 1024.0  16.7  16.0 999.0 99.0 99.00
2017 01 10 04 00 154  3.3  3.7 99.00 99.00 99.00 999 1024.1  16.8  16.0 999.0 99.0 99.00
