"","x"
"276",5.77
"277",6.06
"278",6.54
"279",6.11
"280",6.49
"281",6.15
"282",6.41
"283",7.08
"284",6.11
"285",6.08
"286",5.6
"287",5.29
"288",4.78
"289",4.89
"290",4.65
"291",4.54
"292",4.34
"293",4.35
"294",4.5
"295",4.42
"296",3.98
"297",3.75
"298",3.76
"299",3.46
"300",4.21
"301",3.5
"302",3.73
"303",3.59
"304",3.98
"305",3.43
"306",3.28
"307",2.87
"308",2.72
"309",2.18
"310",2.07
"311",2
"312",1.84
"313",1.54
"314",1.7
"315",1.61
"316",1.63
"317",1.61
"318",1.76
"319",1.79
"320",1.96
"321",1.86
"322",2.28
"323",2.28
"324",2.52
"325",2.48
"326",2.38
"327",2.65
"328",2.77
"329",2.55
"330",2.38
"331",2.37
"332",2.1
"333",1.94
"334",1.97
"335",1.81
"336",1.75
"337",1.87
"338",2
"339",2.1
"340",2.45
"341",2.46
"342",2.34
"343",2.51
"344",2.57
"345",2.55
"346",2.46
"347",2.55
"348",2.53
"349",2.36
"350",2.25
"351",2.15
"352",2.13
"353",2.16
"354",2.1
"355",1.83
"356",1.8
"357",1.88
"358",1.86
"359",1.98
"360",1.8
"361",1.77
"362",1.74
"363",1.91
"364",2.05
"365",2.13
"366",1.92
"367",2.15
"368",2.14
"369",2.57
"370",2.85
"371",2.8
"372",2.95
"373",2.8
"374",2.62
"375",2.82
"376",3.26
"377",3.43
"378",3.62
"379",3.12
"380",3.21
"381",3.23
"382",3.37
"383",3.2
"384",3.13
"385",3.05
"386",2.92
"387",2.88
"388",2.8
"389",2.68
"390",2.38
"391",2.53
"392",2.29
"393",2.16
"394",1.84
"395",1.73
"396",1.41
"397",1.4
"398",1.38
"399",1.36
"400",1.31
"401",1.18
"402",1.16
"403",1.12
"404",0.91
"405",0.88
"406",0.72
"407",0.64
"408",0.56
"409",0.5
"410",0.5
"411",0.45
"412",0.45
"413",0.4
"414",0.4
"415",0.47
"416",0.51
"417",0.58
"418",0.6
"419",0.6
"420",0.54
"421",0.52
"422",0.48
"423",0.5
"424",0.49
"425",0.5
"426",0.47
"427",0.44
"428",0.42
"429",0.43
"430",0.44
"431",0.45
"432",0.45
"433",0.48
"434",0.42
"435",0.41
"436",0.42
"437",0.37
"438",0.39
"439",0.37
"440",0.36
"441",0.36
"442",0.34
"443",0.35
"444",0.36
"445",0.38
"446",0.38
"447",0.4
"448",0.39
"449",0.39
"450",0.43
"451",0.39
"452",0.34
"453",0.37
"454",0.39
"455",0.32
"456",0.29
"457",0.29
"458",0.29
"459",0.27
"460",0.25
"461",0.26
"462",0.27
"463",0.28
"464",0.29
"465",0.35
"466",0.41
"467",0.5
"468",0.49
"469",0.5
"470",0.57
"471",0.56
"472",0.56
"473",0.54
"474",0.57
"475",0.62
"476",0.61
"477",0.54
"478",0.53
"479",0.5
"480",0.46
"481",0.45
"482",0.5
"483",0.5
"484",0.48
"485",0.51
"486",0.52
"487",0.49
"488",0.5
"489",0.51
"490",0.5
"491",0.51
"492",0.53
"493",0.5
"494",0.54
"495",0.5
"496",0.45
"497",0.52
"498",0.5
"499",0.52
"500",0.52
"501",0.56
"502",0.6
"503",0.66
"504",0.65
"505",0.65
"506",0.64
"507",0.68
"508",0.67
"509",0.7
"510",0.66
"511",0.65
"512",0.65
"513",0.66
"514",0.59
"515",0.62
"516",0.64
"517",0.6
"518",0.66
"519",0.68
"520",0.73
"521",0.75
"522",0.7
"523",0.73
"524",0.69
"525",0.68
