"","x"
"68",2017-08-15 09:30:00
"69",2017-08-15 10:00:00
"70",2017-08-15 10:30:00
"71",2017-08-15 11:00:00
"72",2017-08-15 11:30:00
"73",2017-08-15 12:00:00
"74",2017-08-15 12:30:00
"75",2017-08-15 13:00:00
"76",2017-08-15 13:30:00
"77",2017-08-15 14:00:00
"78",2017-08-15 14:30:00
"79",2017-08-15 15:00:00
"80",2017-08-15 15:30:00
"81",2017-08-15 16:00:00
"82",2017-08-15 16:30:00
"83",2017-08-15 17:00:00
"84",2017-08-15 17:30:00
"85",2017-08-15 18:00:00
"86",2017-08-15 18:30:00
"87",2017-08-15 19:00:00
"88",2017-08-15 19:30:00
"89",2017-08-15 20:00:00
"90",2017-08-15 20:30:00
"91",2017-08-15 21:00:00
"92",2017-08-15 21:30:00
"93",2017-08-15 22:00:00
"94",2017-08-15 22:30:00
"95",2017-08-15 23:00:00
"96",2017-08-15 23:30:00
"97",2017-08-16 00:00:00
"98",2017-08-16 00:30:00
"99",2017-08-16 01:00:00
"100",2017-08-16 01:30:00
"101",2017-08-16 02:00:00
"102",2017-08-16 02:30:00
"103",2017-08-16 03:00:00
"104",2017-08-16 03:30:00
"105",2017-08-16 04:00:00
"106",2017-08-16 04:30:00
"107",2017-08-16 05:00:00
"108",2017-08-16 05:30:00
"109",2017-08-16 06:00:00
"110",2017-08-16 06:30:00
"111",2017-08-16 07:00:00
"112",2017-08-16 07:30:00
"113",2017-08-16 08:00:00
"114",2017-08-16 08:30:00
"115",2017-08-16 09:00:00
"116",2017-08-16 09:30:00
"117",2017-08-16 10:00:00
"118",2017-08-16 10:30:00
"119",2017-08-16 11:00:00
"120",2017-08-16 11:30:00
"121",2017-08-16 12:00:00
"122",2017-08-16 12:30:00
"123",2017-08-16 13:00:00
"124",2017-08-16 13:30:00
"125",2017-08-16 14:00:00
"126",2017-08-16 14:30:00
"127",2017-08-16 15:00:00
"128",2017-08-16 15:30:00
"129",2017-08-16 16:00:00
"130",2017-08-16 16:30:00
"131",2017-08-16 17:00:00
"132",2017-08-16 17:30:00
"133",2017-08-16 18:00:00
"134",2017-08-16 18:30:00
"135",2017-08-16 19:00:00
"136",2017-08-16 19:30:00
"137",2017-08-16 20:00:00
"138",2017-08-16 20:30:00
"139",2017-08-16 21:00:00
"140",2017-08-16 21:30:00
"141",2017-08-16 22:00:00
"142",2017-08-16 22:30:00
"143",2017-08-16 23:00:00
"144",2017-08-16 23:30:00
"145",2017-08-17 00:00:00
"146",2017-08-17 00:30:00
"147",2017-08-17 01:00:00
"148",2017-08-17 01:30:00
"149",2017-08-17 02:00:00
"150",2017-08-17 02:30:00
"151",2017-08-17 03:00:00
"152",2017-08-17 03:30:00
"153",2017-08-17 04:00:00
"154",2017-08-17 04:30:00
"155",2017-08-17 05:00:00
"156",2017-08-17 05:30:00
"157",2017-08-17 06:00:00
"158",2017-08-17 06:30:00
"159",2017-08-17 07:00:00
"160",2017-08-17 07:30:00
"161",2017-08-17 08:00:00
"162",2017-08-17 08:30:00
"163",2017-08-17 09:00:00
"164",2017-08-17 09:30:00
"165",2017-08-17 10:00:00
"166",2017-08-17 10:30:00
"167",2017-08-17 11:00:00
"168",2017-08-17 11:30:00
"169",2017-08-17 12:00:00
"170",2017-08-17 12:30:00
"171",2017-08-17 13:00:00
"172",2017-08-17 13:30:00
"173",2017-08-17 14:00:00
"174",2017-08-17 14:30:00
"175",2017-08-17 15:00:00
"176",2017-08-17 15:30:00
"177",2017-08-17 16:00:00
"178",2017-08-17 16:30:00
"179",2017-08-17 17:00:00
"180",2017-08-17 17:30:00
"181",2017-08-17 18:00:00
"182",2017-08-17 18:30:00
"183",2017-08-17 19:00:00
"184",2017-08-17 19:30:00
"185",2017-08-17 20:00:00
"186",2017-08-17 20:30:00
"187",2017-08-17 21:00:00
"188",2017-08-17 21:30:00
"189",2017-08-17 22:00:00
"190",2017-08-17 22:30:00
"191",2017-08-17 23:00:00
"192",2017-08-17 23:30:00
"193",2017-08-18 00:00:00
"194",2017-08-18 00:30:00
"195",2017-08-18 01:00:00
"196",2017-08-18 01:30:00
"197",2017-08-18 02:00:00
"198",2017-08-18 02:30:00
"199",2017-08-18 03:00:00
"200",2017-08-18 03:30:00
"201",2017-08-18 04:00:00
"202",2017-08-18 04:30:00
"203",2017-08-18 05:00:00
"204",2017-08-18 05:30:00
"205",2017-08-18 06:00:00
"206",2017-08-18 06:30:00
"207",2017-08-18 07:00:00
"208",2017-08-18 07:30:00
"209",2017-08-18 08:00:00
"210",2017-08-18 08:30:00
"211",2017-08-18 09:00:00
"212",2017-08-18 09:30:00
"213",2017-08-18 10:00:00
"214",2017-08-18 10:30:00
"215",2017-08-18 11:00:00
"216",2017-08-18 11:30:00
"217",2017-08-18 12:00:00
"218",2017-08-18 12:30:00
"219",2017-08-18 13:00:00
"220",2017-08-18 13:30:00
"221",2017-08-18 14:00:00
"222",2017-08-18 14:30:00
"223",2017-08-18 15:00:00
"224",2017-08-18 15:30:00
"225",2017-08-18 16:00:00
"226",2017-08-18 16:30:00
"227",2017-08-18 17:00:00
"228",2017-08-18 17:30:00
"229",2017-08-18 18:00:00
"230",2017-08-18 19:30:00
"231",2017-08-18 20:00:00
"232",2017-08-18 20:30:00
"233",2017-08-18 21:00:00
"234",2017-08-18 21:30:00
"235",2017-08-18 22:00:00
"236",2017-08-18 22:30:00
"237",2017-08-18 23:00:00
"238",2017-08-18 23:30:00
"239",2017-08-19 00:00:00
"240",2017-08-19 00:30:00
"241",2017-08-19 01:00:00
"242",2017-08-19 01:30:00
"243",2017-08-19 02:00:00
"244",2017-08-19 02:30:00
"245",2017-08-19 03:00:00
"246",2017-08-19 03:30:00
"247",2017-08-19 04:00:00
"248",2017-08-19 04:30:00
"249",2017-08-19 05:00:00
"250",2017-08-19 05:30:00
"251",2017-08-19 06:00:00
"252",2017-08-19 06:30:00
"253",2017-08-19 07:00:00
"254",2017-08-19 07:30:00
"255",2017-08-19 08:00:00
"256",2017-08-19 08:30:00
"257",2017-08-19 09:00:00
"258",2017-08-19 09:30:00
"259",2017-08-19 10:00:00
"260",2017-08-19 10:30:00
"261",2017-08-19 11:00:00
"262",2017-08-19 11:30:00
"263",2017-08-19 12:00:00
"264",2017-08-19 12:30:00
"265",2017-08-19 13:00:00
"266",2017-08-19 13:30:00
"267",2017-08-19 14:00:00
"268",2017-08-19 14:30:00
"269",2017-08-19 15:00:00
"270",2017-08-19 15:30:00
"271",2017-08-19 16:00:00
"272",2017-08-19 16:30:00
"273",2017-08-19 17:00:00
"274",2017-08-19 17:30:00
"275",2017-08-19 18:00:00
"276",2017-08-19 18:30:00
"277",2017-08-19 19:00:00
"278",2017-08-19 19:30:00
"279",2017-08-19 20:00:00
"280",2017-08-19 20:30:00
"281",2017-08-19 21:00:00
"282",2017-08-19 21:30:00
"283",2017-08-19 22:00:00
"284",2017-08-19 22:30:00
"285",2017-08-19 23:00:00
"286",2017-08-19 23:30:00
"287",2017-08-20 00:00:00
"288",2017-08-20 00:30:00
"289",2017-08-20 01:00:00
"290",2017-08-20 01:30:00
"291",2017-08-20 02:00:00
"292",2017-08-20 02:30:00
"293",2017-08-20 03:00:00
"294",2017-08-20 03:30:00
"295",2017-08-20 04:00:00
"296",2017-08-20 04:30:00
"297",2017-08-20 05:00:00
"298",2017-08-20 05:30:00
"299",2017-08-20 06:00:00
"300",2017-08-20 06:30:00
"301",2017-08-20 07:00:00
"302",2017-08-20 07:30:00
"303",2017-08-20 08:00:00
"304",2017-08-20 08:30:00
"305",2017-08-20 09:00:00
"306",2017-08-20 09:30:00
"307",2017-08-20 10:00:00
"308",2017-08-20 10:30:00
"309",2017-08-20 11:00:00
"310",2017-08-20 11:30:00
"311",2017-08-20 12:00:00
"312",2017-08-20 12:30:00
"313",2017-08-20 13:00:00
"314",2017-08-20 13:30:00
"315",2017-08-20 14:00:00
"316",2017-08-20 14:30:00
"317",2017-08-20 15:00:00
"318",2017-08-20 15:30:00
"319",2017-08-20 16:00:00
"320",2017-08-20 16:30:00
"321",2017-08-20 17:00:00
"322",2017-08-20 17:30:00
"323",2017-08-20 18:00:00
"324",2017-08-20 18:30:00
"325",2017-08-20 19:00:00
"326",2017-08-20 19:30:00
"327",2017-08-20 20:00:00
"328",2017-08-20 20:30:00
"329",2017-08-20 21:00:00
"330",2017-08-20 21:30:00
"331",2017-08-20 22:00:00
"332",2017-08-20 22:30:00
"333",2017-08-20 23:00:00
"334",2017-08-20 23:30:00
"335",2017-08-21 00:00:00
"336",2017-08-21 00:30:00
"337",2017-08-21 01:00:00
"338",2017-08-21 01:30:00
"339",2017-08-21 02:00:00
"340",2017-08-21 02:30:00
"341",2017-08-21 03:00:00
"342",2017-08-21 03:30:00
"343",2017-08-21 04:00:00
"344",2017-08-21 04:30:00
"345",2017-08-21 05:00:00
"346",2017-08-21 05:30:00
"347",2017-08-21 06:00:00
"348",2017-08-21 06:30:00
"349",2017-08-21 07:00:00
"350",2017-08-21 07:30:00
"351",2017-08-21 08:00:00
"352",2017-08-21 08:30:00
"353",2017-08-21 09:00:00
"354",2017-08-21 09:30:00
"355",2017-08-21 10:00:00
"356",2017-08-21 10:30:00
"357",2017-08-21 11:00:00
"358",2017-08-21 11:30:00
"359",2017-08-21 12:00:00
"360",2017-08-21 12:30:00
"361",2017-08-21 13:00:00
"362",2017-08-21 13:30:00
"363",2017-08-21 14:00:00
"364",2017-08-21 14:30:00
"365",2017-08-21 15:00:00
"366",2017-08-21 15:30:00
"367",2017-08-21 16:00:00
"368",2017-08-21 16:30:00
"369",2017-08-21 17:00:00
"370",2017-08-21 17:30:00
"371",2017-08-21 18:00:00
"372",2017-08-21 18:30:00
"373",2017-08-21 19:00:00
"374",2017-08-21 19:30:00
"375",2017-08-21 20:00:00
"376",2017-08-21 20:30:00
"377",2017-08-21 21:00:00
"378",2017-08-21 21:30:00
"379",2017-08-21 22:00:00
"380",2017-08-21 22:30:00
"381",2017-08-21 23:00:00
"382",2017-08-21 23:30:00
"383",2017-08-22 00:00:00
"384",2017-08-22 00:30:00
"385",2017-08-22 01:00:00
"386",2017-08-22 01:30:00
"387",2017-08-22 02:00:00
"388",2017-08-22 02:30:00
"389",2017-08-22 03:00:00
"390",2017-08-22 03:30:00
"391",2017-08-22 04:00:00
"392",2017-08-22 04:30:00
"393",2017-08-22 05:00:00
"394",2017-08-22 05:30:00
"395",2017-08-22 06:00:00
"396",2017-08-22 06:30:00
"397",2017-08-22 07:00:00
"398",2017-08-22 07:30:00
"399",2017-08-22 08:00:00
"400",2017-08-22 08:30:00
"401",2017-08-22 09:00:00
"402",2017-08-22 09:30:00
"403",2017-08-22 10:00:00
"404",2017-08-22 10:30:00
"405",2017-08-22 11:00:00
"406",2017-08-22 11:30:00
"407",2017-08-22 12:00:00
"408",2017-08-22 12:30:00
"409",2017-08-22 13:00:00
"410",2017-08-22 13:30:00
"411",2017-08-22 14:00:00
"412",2017-08-22 14:30:00
"413",2017-08-22 15:00:00
"414",2017-08-22 15:30:00
"415",2017-08-22 16:00:00
"416",2017-08-22 16:30:00
"417",2017-08-22 17:00:00
"418",2017-08-22 17:30:00
"419",2017-08-22 18:00:00
"420",2017-08-22 18:30:00
"421",2017-08-22 19:00:00
"422",2017-08-22 19:30:00
"423",2017-08-22 20:00:00
"424",2017-08-22 20:30:00
"425",2017-08-22 21:00:00
"426",2017-08-22 21:30:00
"427",2017-08-22 22:00:00
"428",2017-08-22 22:30:00
"429",2017-08-22 23:00:00
"430",2017-08-22 23:30:00
"431",2017-08-23 00:00:00
"432",2017-08-23 00:30:00
"433",2017-08-23 01:00:00
"434",2017-08-23 01:30:00
"435",2017-08-23 02:00:00
"436",2017-08-23 02:30:00
"437",2017-08-23 03:00:00
"438",2017-08-23 03:30:00
"439",2017-08-23 04:00:00
"440",2017-08-23 04:30:00
"441",2017-08-23 05:00:00
"442",2017-08-23 05:30:00
"443",2017-08-23 06:00:00
"444",2017-08-23 06:30:00
"445",2017-08-23 07:00:00
"446",2017-08-23 07:30:00
"447",2017-08-23 08:00:00
"448",2017-08-23 08:30:00
"449",2017-08-23 09:00:00
"450",2017-08-23 09:30:00
"451",2017-08-23 10:00:00
"452",2017-08-23 10:30:00
"453",2017-08-23 11:00:00
"454",2017-08-23 11:30:00
"455",2017-08-23 12:00:00
"456",2017-08-23 12:30:00
"457",2017-08-23 13:00:00
"458",2017-08-23 13:30:00
"459",2017-08-23 14:00:00
"460",2017-08-23 14:30:00
"461",2017-08-23 15:00:00
"462",2017-08-23 15:30:00
"463",2017-08-23 16:00:00
"464",2017-08-23 16:30:00
"465",2017-08-23 17:00:00
"466",2017-08-23 17:30:00
"467",2017-08-23 18:00:00
"468",2017-08-23 18:30:00
"469",2017-08-23 19:00:00
"470",2017-08-23 19:30:00
"471",2017-08-23 20:00:00
"472",2017-08-23 20:30:00
"473",2017-08-23 21:00:00
"474",2017-08-23 21:30:00
"475",2017-08-23 22:00:00
"476",2017-08-23 22:30:00
"477",2017-08-23 23:00:00
"478",2017-08-23 23:30:00
"479",2017-08-24 00:00:00
"480",2017-08-24 00:30:00
"481",2017-08-24 01:00:00
"482",2017-08-24 01:30:00
"483",2017-08-24 02:00:00
"484",2017-08-24 02:30:00
"485",2017-08-24 03:00:00
"486",2017-08-24 03:30:00
"487",2017-08-24 04:00:00
"488",2017-08-24 04:30:00
"489",2017-08-24 05:00:00
"490",2017-08-24 05:30:00
"491",2017-08-24 06:00:00
"492",2017-08-24 06:30:00
"493",2017-08-24 07:00:00
"494",2017-08-24 07:30:00
"495",2017-08-24 08:00:00
"496",2017-08-24 08:30:00
"497",2017-08-24 09:00:00
"498",2017-08-24 09:30:00
"499",2017-08-24 10:00:00
"500",2017-08-24 10:30:00
"501",2017-08-24 11:00:00
"502",2017-08-24 11:30:00
"503",2017-08-24 12:00:00
"504",2017-08-24 12:30:00
"505",2017-08-24 13:00:00
"506",2017-08-24 13:30:00
"507",2017-08-24 14:00:00
"508",2017-08-24 14:30:00
"509",2017-08-24 15:00:00
"510",2017-08-24 15:30:00
"511",2017-08-24 16:00:00
"512",2017-08-24 16:30:00
"513",2017-08-24 17:00:00
"514",2017-08-24 17:30:00
"515",2017-08-24 18:00:00
"516",2017-08-24 18:30:00
"517",2017-08-24 19:00:00
"518",2017-08-24 19:30:00
"519",2017-08-24 20:00:00
"520",2017-08-24 20:30:00
"521",2017-08-24 21:00:00
"522",2017-08-24 21:30:00
"523",2017-08-24 22:00:00
"524",2017-08-24 22:30:00
"525",2017-08-24 23:00:00
"526",2017-08-24 23:30:00
"527",2017-08-25 00:00:00
"528",2017-08-25 00:30:00
"529",2017-08-25 01:00:00
"530",2017-08-25 01:30:00
"531",2017-08-25 02:00:00
"532",2017-08-25 02:30:00
"533",2017-08-25 03:00:00
"534",2017-08-25 03:30:00
"535",2017-08-25 04:00:00
"536",2017-08-25 04:30:00
"537",2017-08-25 05:00:00
"538",2017-08-25 05:30:00
"539",2017-08-25 06:00:00
"540",2017-08-25 06:30:00
"541",2017-08-25 07:00:00
"542",2017-08-25 07:30:00
"543",2017-08-25 08:00:00
"544",2017-08-25 08:30:00
"545",2017-08-25 09:00:00
"546",2017-08-25 09:30:00
"547",2017-08-25 10:00:00
"548",2017-08-25 10:30:00
"549",2017-08-25 11:00:00
"550",2017-08-25 11:30:00
"551",2017-08-25 12:00:00
"552",2017-08-25 12:30:00
"553",2017-08-25 13:00:00
"554",2017-08-25 13:30:00
"555",2017-08-25 14:00:00
"556",2017-08-25 14:30:00
"557",2017-08-25 15:00:00
"558",2017-08-25 15:30:00
"559",2017-08-25 16:00:00
"560",2017-08-25 16:30:00
"561",2017-08-25 17:00:00
"562",2017-08-25 17:30:00
"563",2017-08-25 18:00:00
"564",2017-08-25 18:30:00
"565",2017-08-25 19:00:00
"566",2017-08-25 19:30:00
"567",2017-08-25 20:00:00
"568",2017-08-25 20:30:00
"569",2017-08-25 21:00:00
"570",2017-08-25 21:30:00
"571",2017-08-25 22:00:00
"572",2017-08-25 22:30:00
"573",2017-08-25 23:00:00
"574",2017-08-25 23:30:00
"575",2017-08-26 00:00:00
"576",2017-08-26 00:30:00
"577",2017-08-26 01:00:00
"578",2017-08-26 01:30:00
"579",2017-08-26 02:00:00
"580",2017-08-26 02:30:00
"581",2017-08-26 03:00:00
"582",2017-08-26 03:30:00
"583",2017-08-26 04:00:00
"584",2017-08-26 04:30:00
"585",2017-08-26 05:00:00
"586",2017-08-26 05:30:00
"587",2017-08-26 06:00:00
"588",2017-08-26 06:30:00
"589",2017-08-26 07:00:00
"590",2017-08-26 07:30:00
"591",2017-08-26 08:00:00
"592",2017-08-26 08:30:00
"593",2017-08-26 09:00:00
"594",2017-08-26 09:30:00
