"","x"
"312",28.2
"313",28.1
"314",28
"315",28.2
"316",28.2
"317",28.1
"318",27.9
"319",27.7
"320",26.6
"321",25.4
"322",26.2
"323",26.4
"324",27.4
"325",27.6
"326",27.2
"327",27.3
"328",27.4
"329",27.9
"330",28
"331",28.2
"332",28.5
"333",28.3
"334",28.6
"335",27.8
"336",27.3
"337",27
"338",27
"339",26.4
"340",25.8
"341",26
"342",25.9
"343",25.1
"344",25.5
"345",25.6
"346",25.5
"347",25.3
"348",25
"349",25.2
"350",25.2
"351",25.1
"352",25.6
"353",25.9
"354",26
"355",25.4
"356",25.6
"357",26.4
"358",26.8
"359",26.9
"360",26.6
"361",26.7
"362",26.7
"363",26.7
"364",26.4
"365",26.4
"366",26.6
"367",26.3
"368",25.9
"369",25.9
"370",25.5
"371",25.2
"372",24.5
"373",24.5
"374",24.6
"375",24.8
"376",25
"377",25.1
"378",25
"379",26.1
"380",26.5
"381",27
"382",26.5
"383",26.9
"384",27.1
"385",26.8
"386",26.8
"387",26.8
"388",26.7
"389",26.6
"390",26.3
"391",26.3
"392",26.2
"393",26.3
"394",26.3
"395",26.2
"396",26.2
"397",26.3
"398",26.8
"399",27
"400",27.3
"401",27.4
"402",27.8
"403",27.7
"404",27.9
"405",27.5
"406",27.2
"407",27.2
"408",27.3
"409",27.3
"410",27.4
"411",27.3
"412",27.3
"413",27.6
"414",27.3
"415",27.5
"416",27.7
"417",28.1
"418",28.3
"419",28.3
"420",28.2
"421",28.2
"422",28.3
"423",28.2
"424",28.3
"425",28.4
"426",28.5
"427",28.7
"428",28.9
"429",28.6
"430",28.1
"431",28.3
"432",28.3
"433",28
"434",28.1
"435",28.2
"436",28.2
"437",28.1
"438",27.9
"439",27.8
"440",27.9
"441",28
"442",28.2
"443",28.4
"444",28.4
"445",28.7
"446",29.6
"447",28.6
"448",28.8
"449",28.7
"450",27.6
"451",28.3
"452",28.5
"453",28.7
"454",28.6
"455",28.8
"456",28.8
"457",28.5
"458",28.4
"459",28
"460",27.7
"461",27.7
"462",27.5
"463",27.4
"464",27.5
"465",27.5
"466",27.7
"467",28
"468",28.1
"469",28
"470",27.9
"471",27.8
"472",28
"473",28.1
"474",28.1
"475",28.4
"476",28.5
"477",28.4
"478",28.2
"479",28
"480",28
"481",27.9
"482",27.9
"483",27.7
"484",27.8
"485",27.8
"486",27.7
"487",27.7
"488",27.7
"489",27.7
"490",27.7
"491",28
"492",28
"493",27.7
"494",27.8
"495",27.9
"496",28
"497",28
"498",28
"499",28.1
"500",28.2
"501",28
"502",27.9
"503",27.9
"504",27.9
"505",28
"506",28
"507",27.8
"508",27.8
"509",27.8
"510",27.8
"511",27.8
"512",27.8
"513",27.8
"514",27.9
"515",27.9
"516",27.8
"517",27.8
"518",28
"519",28.2
"520",28.2
"521",28.1
"522",28.1
"523",28.1
"524",28.2
"525",28.3
